Valores Confirmados;;;;;;;;;;;;
;;;;;;;;;;;;
Fecha;BANSANDER;;CUPRUM;;HABITAT;;PLANVITAL;;PROVIDA;;SANTA MARIA;
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
28-10-07;27.383,72;1,9757E+12;26.931,13;3,10779E+12;26.145,83;2,89012E+12;24.734,74;3,26874E+11;27.531,45;3,57143E+12;25.771,38;1,26317E+12
29-10-07;27.490,17;1,98434E+12;27.016,61;3,12E+12;26.250,67;2,90327E+12;24.827,90;3,28776E+11;27.652,82;3,58875E+12;25.875,59;1,27082E+12
30-10-07;27.762,20;2,00497E+12;27.297,79;3,15484E+12;26.512,85;2,93516E+12;25.068,21;3,31967E+11;27.910,90;3,62551E+12;26.143,81;1,28406E+12
31-10-07;27.975,15;2,01597E+12;27.519,36;3,179E+12;26.705,34;2,95296E+12;25.233,97;3,33748E+11;28.138,27;3,6577E+12;26.316,01;1,29175E+12
01-11-07;27.975,15;2,01597E+12;27.519,36;3,179E+12;26.705,34;2,95296E+12;25.233,97;3,33748E+11;28.138,27;3,6577E+12;26.316,01;1,29175E+12
02-11-07;27.907,51;1,99702E+12;27.447,60;3,18202E+12;26.654,82;2,95391E+12;25.179,41;3,27067E+11;28.063,63;3,68317E+12;26.230,15;1,28507E+12
03-11-07;27.907,51;1,99702E+12;27.447,60;3,18202E+12;26.654,82;2,95391E+12;25.179,41;3,27067E+11;28.063,63;3,68317E+12;26.230,15;1,28507E+12
04-11-07;27.907,51;1,99702E+12;27.447,60;3,18202E+12;26.654,82;2,95391E+12;25.179,41;3,27067E+11;28.063,63;3,68317E+12;26.230,15;1,28507E+12
05-11-07;27.861,54;1,99493E+12;27.445,67;3,18344E+12;26.611,06;2,94969E+12;25.144,56;3,26983E+11;28.003,10;3,67586E+12;26.187,46;1,28461E+12
06-11-07;27.417,95;1,96197E+12;27.052,03;3,13899E+12;26.202,13;2,90662E+12;24.751,20;3,28447E+11;27.592,21;3,62289E+12;25.818,66;1,26628E+12
07-11-07;27.488,90;1,96807E+12;27.080,55;3,14322E+12;26.247,67;2,91194E+12;24.808,28;3,29196E+11;27.705,54;3,64017E+12;25.905,92;1,27055E+12
08-11-07;27.531,55;1,97016E+12;27.106,19;3,14683E+12;26.282,37;2,91712E+12;24.824,91;3,2996E+11;27.702,47;3,64078E+12;25.893,37;1,27012E+12
09-11-07;27.276,46;1,95229E+12;26.905,54;3,12527E+12;26.083,02;2,89551E+12;24.637,02;3,27483E+11;27.491,84;3,61387E+12;25.692,88;1,26031E+12
10-11-07;27.276,46;1,95229E+12;26.905,54;3,12527E+12;26.083,02;2,89551E+12;24.637,02;3,27483E+11;27.491,84;3,61387E+12;25.692,88;1,26031E+12
11-11-07;27.276,46;1,95229E+12;26.905,54;3,12527E+12;26.083,02;2,89551E+12;24.637,02;3,27483E+11;27.491,84;3,61387E+12;25.692,88;1,26031E+12
12-11-07;27.137,63;1,94286E+12;26.726,90;3,10582E+12;25.936,00;2,88027E+12;24.497,96;3,25629E+11;27.304,06;3,59142E+12;25.568,02;1,25578E+12
13-11-07;26.766,54;1,91673E+12;26.377,61;3,06636E+12;25.577,00;2,84177E+12;24.200,65;3,22146E+11;26.948,05;3,54638E+12;25.223,47;1,23914E+12
14-11-07;26.699,65;1,9099E+12;26.330,97;3,06227E+12;25.541,59;2,83787E+12;24.189,99;3,21994E+11;26.990,42;3,55444E+12;25.216,93;1,23894E+12
15-11-07;27.020,57;1,93219E+12;26.610,76;3,10434E+12;25.813,16;2,88668E+12;24.450,08;3,17884E+11;27.250,29;3,61968E+12;25.472,52;1,25871E+12
16-11-07;26.957,45;1,93204E+12;26.551,90;3,09906E+12;25.741,35;2,88235E+12;24.362,71;3,17125E+11;27.123,53;3,60738E+12;25.367,38;1,25359E+12
17-11-07;26.957,45;1,93204E+12;26.551,90;3,09906E+12;25.741,35;2,88235E+12;24.362,71;3,17125E+11;27.123,53;3,60738E+12;25.367,38;1,25359E+12
18-11-07;26.957,45;1,93204E+12;26.551,90;3,09906E+12;25.741,35;2,88235E+12;24.362,71;3,17125E+11;27.123,53;3,60738E+12;25.367,38;1,25359E+12
19-11-07;26.816,60;1,92342E+12;26.434,10;3,08813E+12;25.636,86;2,87357E+12;24.246,67;3,22434E+11;27.026,23;3,60186E+12;25.271,25;1,25155E+12
20-11-07;26.536,95;1,90375E+12;26.193,54;3,06321E+12;25.362,97;2,84425E+12;24.001,98;3,19428E+11;26.694,78;3,55781E+12;25.002,35;1,2399E+12
21-11-07;26.414,62;1,89614E+12;26.048,57;3,04725E+12;25.266,18;2,8334E+12;23.921,63;3,18891E+11;26.644,79;3,55325E+12;24.923,71;1,23636E+12
22-11-07;26.039,85;1,86807E+12;25.693,20;3,00532E+12;24.902,81;2,7936E+12;23.558,02;3,14079E+11;26.264,76;3,50498E+12;24.564,92;1,21851E+12
23-11-07;25.895,37;1,85767E+12;25.536,95;2,9877E+12;24.775,54;2,78212E+12;23.451,30;3,12705E+11;26.135,35;3,48764E+12;24.437,34;1,21348E+12
24-11-07;25.895,37;1,85767E+12;25.536,95;2,9877E+12;24.775,54;2,78212E+12;23.451,30;3,12705E+11;26.135,35;3,48764E+12;24.437,34;1,21348E+12
25-11-07;25.895,37;1,85767E+12;25.536,95;2,9877E+12;24.775,54;2,78212E+12;23.451,30;3,12705E+11;26.135,35;3,48764E+12;24.437,34;1,21348E+12
26-11-07;25.997,54;1,86556E+12;25.637,45;3,00034E+12;24.880,72;2,79363E+12;23.565,89;3,14577E+11;26.270,45;3,50681E+12;24.561,49;1,22046E+12
27-11-07;26.132,37;1,87374E+12;25.735,47;3,01301E+12;24.975,20;2,80667E+12;23.649,26;3,15703E+11;26.337,19;3,51592E+12;24.636,27;1,22433E+12
28-11-07;25.933,44;1,85887E+12;25.578,47;2,99321E+12;24.823,12;2,7895E+12;23.495,97;3,13748E+11;26.200,53;3,49642E+12;24.495,68;1,21739E+12
29-11-07;26.149,63;1,87337E+12;25.789,66;3,01278E+12;25.065,71;2,81584E+12;23.729,99;3,16591E+11;26.480,68;3,53399E+12;24.719,19;1,22867E+12
30-11-07;26.460,13;1,89337E+12;26.073,84;3,04403E+12;25.342,27;2,84461E+12;23.979,74;3,19868E+11;26.740,53;3,56812E+12;24.976,06;1,24075E+12
01-12-07;26.460,13;1,89337E+12;26.073,84;3,04403E+12;25.342,27;2,84461E+12;23.979,74;3,19868E+11;26.740,53;3,56812E+12;24.976,06;1,24075E+12
02-12-07;26.460,13;1,89337E+12;26.073,84;3,04403E+12;25.342,27;2,84461E+12;23.979,74;3,19868E+11;26.740,53;3,56812E+12;24.976,06;1,24075E+12
03-12-07;26.645,05;1,90099E+12;26.261,62;3,06567E+12;25.510,67;2,86544E+12;24.156,27;3,16681E+11;26.920,35;3,62772E+12;25.165,63;1,24987E+12
04-12-07;26.690,33;1,90437E+12;26.319,79;3,07133E+12;25.562,12;2,87075E+12;24.208,41;3,17365E+11;26.939,90;3,63028E+12;25.201,26;1,25163E+12
05-12-07;26.630,66;1,90087E+12;26.294,03;3,06681E+12;25.485,46;2,86206E+12;24.140,12;3,16463E+11;26.846,37;3,6193E+12;25.145,24;1,2489E+12
06-12-07;26.773,67;1,91146E+12;26.413,42;3,08103E+12;25.642,58;2,88081E+12;24.280,76;3,25248E+11;27.028,13;3,64543E+12;25.303,67;1,25673E+12
07-12-07;26.894,39;1,91854E+12;26.544,70;3,09757E+12;25.792,87;2,89755E+12;24.390,85;3,26876E+11;27.144,32;3,66252E+12;25.420,24;1,26244E+12
08-12-07;26.894,39;1,91854E+12;26.544,70;3,09757E+12;25.792,87;2,89755E+12;24.390,85;3,26876E+11;27.144,32;3,66252E+12;25.420,24;1,26244E+12
09-12-07;26.894,39;1,91854E+12;26.544,70;3,09757E+12;25.792,87;2,89755E+12;24.390,85;3,26876E+11;27.144,32;3,66252E+12;25.420,24;1,26244E+12
10-12-07;27.014,63;1,92776E+12;26.656,30;3,11139E+12;25.902,50;2,91009E+12;24.507,10;3,28433E+11;27.244,21;3,67671E+12;25.538,54;1,26832E+12
11-12-07;27.043,19;1,93094E+12;26.704,95;3,11772E+12;25.939,87;2,91569E+12;24.531,57;3,28757E+11;27.288,17;3,68584E+12;25.572,92;1,27201E+12
12-12-07;26.909,29;1,92244E+12;26.576,01;3,10389E+12;25.791,66;2,90029E+12;24.387,83;3,26945E+11;27.128,23;3,6663E+12;25.417,46;1,26439E+12
13-12-07;26.819,68;1,91781E+12;26.481,90;3,0962E+12;25.696,00;2,89308E+12;24.310,47;3,25917E+11;27.066,51;3,66098E+12;25.335,79;1,26094E+12
14-12-07;26.405,23;1,89136E+12;26.109,78;3,0558E+12;25.295,59;2,85027E+12;23.887,45;3,20286E+11;26.613,85;3,60132E+12;24.937,47;1,24222E+12
15-12-07;26.405,23;1,89136E+12;26.109,78;3,0558E+12;25.295,59;2,85027E+12;23.887,45;3,20286E+11;26.613,85;3,60132E+12;24.937,47;1,24222E+12
16-12-07;26.405,23;1,89136E+12;26.109,78;3,0558E+12;25.295,59;2,85027E+12;23.887,45;3,20286E+11;26.613,85;3,60132E+12;24.937,47;1,24222E+12
17-12-07;26.067,60;1,86989E+12;25.762,73;3,02727E+12;25.016,99;2,83299E+12;23.602,95;3,10119E+11;26.302,68;3,57943E+12;24.648,13;1,23163E+12
18-12-07;25.721,01;1,84548E+12;25.420,82;2,98743E+12;24.702,36;2,79943E+12;23.305,22;3,11319E+11;25.950,77;3,53172E+12;24.292,01;1,21498E+12
19-12-07;25.547,32;1,83123E+12;25.219,08;2,96269E+12;24.526,49;2,78044E+12;23.136,10;3,09058E+11;25.817,33;3,51392E+12;24.124,00;1,20669E+12
20-12-07;25.576,63;1,83215E+12;25.255,92;2,96696E+12;24.561,71;2,78372E+12;23.146,76;3,09716E+11;25.843,22;3,51793E+12;24.121,45;1,20657E+12
21-12-07;25.615,60;1,83447E+12;25.309,35;2,97173E+12;24.629,08;2,79109E+12;23.237,44;3,11258E+11;25.890,69;3,52417E+12;24.199,50;1,21071E+12
22-12-07;25.615,60;1,83447E+12;25.309,35;2,97173E+12;24.629,08;2,79109E+12;23.237,44;3,11258E+11;25.890,69;3,52417E+12;24.199,50;1,21071E+12
23-12-07;25.615,60;1,83447E+12;25.309,35;2,97173E+12;24.629,08;2,79109E+12;23.237,44;3,11258E+11;25.890,69;3,52417E+12;24.199,50;1,21071E+12
24-12-07;25.860,79;1,85286E+12;25.518,55;2,99628E+12;24.839,63;2,81597E+12;23.474,56;3,14432E+11;26.178,16;3,56329E+12;24.455,17;1,22227E+12
25-12-07;25.860,79;1,85286E+12;25.518,55;2,99628E+12;24.839,63;2,81597E+12;23.474,56;3,14432E+11;26.178,16;3,56329E+12;24.455,17;1,22227E+12
26-12-07;26.034,54;1,8648E+12;25.670,10;3,01293E+12;25.025,91;2,83626E+12;23.619,25;3,16175E+11;26.328,61;3,58425E+12;24.620,89;1,23068E+12
27-12-07;26.064,98;1,86657E+12;25.700,81;3,01514E+12;25.046,81;2,83851E+12;23.645,87;3,16463E+11;26.347,61;3,58707E+12;24.646,86;1,23194E+12
28-12-07;26.247,74;1,87736E+12;25.891,04;3,03496E+12;25.203,60;2,85373E+12;23.808,00;3,18185E+11;26.468,32;3,60528E+12;24.801,54;1,23914E+12
29-12-07;26.247,74;1,87736E+12;25.891,04;3,03496E+12;25.203,60;2,85373E+12;23.808,00;3,18185E+11;26.468,32;3,60528E+12;24.801,54;1,23914E+12
30-12-07;26.247,74;1,87736E+12;25.891,04;3,03496E+12;25.203,60;2,85373E+12;23.808,00;3,18185E+11;26.468,32;3,60528E+12;24.801,54;1,23914E+12
31-12-07;26.261,32;1,87825E+12;25.906,70;3,03863E+12;25.210,86;2,85448E+12;23.808,76;3,18218E+11;26.485,19;3,60757E+12;24.824,60;1,24028E+12
