Valores Confirmados;;;;;;;;;;;;
;;;;;;;;;;;;
Fecha;BANSANDER;;CUPRUM;;HABITAT;;PLANVITAL;;PROVIDA;;SANTA MARIA;
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
01-01-07;22.294,80;1,41707E+12;22.160,86;2,15446E+12;21.366,32;1,90372E+12;20.519,14;2,26264E+11;22.250,79;2,36935E+12;21.341,85;8,15267E+11
02-01-07;22.327,00;1,41911E+12;22.194,10;2,15758E+12;21.403,23;1,90667E+12;20.549,02;2,26592E+11;22.289,59;2,37322E+12;21.364,50;8,16049E+11
03-01-07;22.414,15;1,43144E+12;22.270,16;2,17603E+12;21.477,93;1,91911E+12;20.633,00;2,24016E+11;22.375,50;2,38574E+12;21.448,77;8,21862E+11
04-01-07;22.477,27;1,43571E+12;22.333,53;2,18252E+12;21.559,69;1,93161E+12;20.698,70;2,29431E+11;22.438,58;2,39346E+12;21.513,81;8,24447E+11
05-01-07;22.516,03;1,43927E+12;22.380,03;2,18996E+12;21.592,21;1,93496E+12;20.740,12;2,32402E+11;22.487,08;2,39914E+12;21.563,82;8,26267E+11
06-01-07;22.516,03;1,43927E+12;22.380,03;2,18996E+12;21.592,21;1,93496E+12;20.740,12;2,32402E+11;22.487,08;2,39914E+12;21.563,82;8,26267E+11
07-01-07;22.516,03;1,43927E+12;22.380,03;2,18996E+12;21.592,21;1,93496E+12;20.740,12;2,32402E+11;22.487,08;2,39914E+12;21.563,82;8,26267E+11
08-01-07;22.430,33;1,43379E+12;22.314,43;2,1856E+12;21.506,20;1,92743E+12;20.651,51;2,31404E+11;22.398,35;2,39759E+12;21.477,52;8,24606E+11
09-01-07;22.324,16;1,42766E+12;22.216,51;2,17767E+12;21.399,80;1,91669E+12;20.542,94;2,3002E+11;22.284,07;2,38498E+12;21.352,48;8,19873E+11
10-01-07;22.284,82;1,42602E+12;22.171,56;2,17314E+12;21.367,09;1,9135E+12;20.506,96;2,29618E+11;22.252,92;2,38062E+12;21.327,82;8,19114E+11
11-01-07;22.177,30;1,41984E+12;22.087,17;2,16606E+12;21.275,70;1,91057E+12;20.413,11;2,28561E+11;22.142,88;2,36972E+12;21.217,75;8,14925E+11
12-01-07;21.995,27;1,41041E+12;21.923,34;2,15213E+12;21.110,48;1,89758E+12;20.240,33;2,2666E+11;21.958,67;2,35123E+12;21.054,42;8,08727E+11
13-01-07;21.995,27;1,41041E+12;21.923,34;2,15213E+12;21.110,48;1,89758E+12;20.240,33;2,2666E+11;21.958,67;2,35123E+12;21.054,42;8,08727E+11
14-01-07;21.995,27;1,41041E+12;21.923,34;2,15213E+12;21.110,48;1,89758E+12;20.240,33;2,2666E+11;21.958,67;2,35123E+12;21.054,42;8,08727E+11
15-01-07;22.199,20;1,43418E+12;22.077,58;2,17426E+12;21.297,24;1,91908E+12;20.436,30;2,26421E+11;22.162,85;2,38349E+12;21.247,97;8,23349E+11
16-01-07;22.353,42;1,44628E+12;22.214,35;2,19179E+12;21.440,90;1,93486E+12;20.578,40;2,30391E+11;22.307,12;2,40243E+12;21.398,34;8,29469E+11
17-01-07;22.476,24;1,45655E+12;22.349,24;2,20835E+12;21.585,80;1,94783E+12;20.707,04;2,32198E+11;22.439,72;2,41693E+12;21.514,09;8,37829E+11
18-01-07;22.485,47;1,45659E+12;22.357,39;2,21178E+12;21.586,96;1,95413E+12;20.712,72;2,32511E+11;22.448,91;2,42128E+12;21.526,47;8,39236E+11
19-01-07;22.487,94;1,45806E+12;22.349,69;2,21465E+12;21.587,41;1,95709E+12;20.700,72;2,32386E+11;22.445,90;2,42178E+12;21.520,20;8,3903E+11
20-01-07;22.487,94;1,45806E+12;22.349,69;2,21465E+12;21.587,41;1,95709E+12;20.700,72;2,32386E+11;22.445,90;2,42178E+12;21.520,20;8,3903E+11
21-01-07;22.487,94;1,45806E+12;22.349,69;2,21465E+12;21.587,41;1,95709E+12;20.700,72;2,32386E+11;22.445,90;2,42178E+12;21.520,20;8,3903E+11
22-01-07;22.556,88;1,46415E+12;22.395,66;2,22048E+12;21.657,80;1,96347E+12;20.775,33;2,33214E+11;22.511,65;2,44225E+12;21.590,70;8,44121E+11
23-01-07;22.590,71;1,46714E+12;22.437,02;2,22608E+12;21.695,75;1,96775E+12;20.807,76;2,33588E+11;22.547,40;2,44725E+12;21.623,35;8,45563E+11
24-01-07;22.683,89;1,47419E+12;22.511,44;2,23451E+12;21.782,81;1,97583E+12;20.896,49;2,34625E+11;22.638,19;2,45737E+12;21.713,43;8,49147E+11
25-01-07;22.737,99;1,48051E+12;22.564,12;2,24106E+12;21.870,94;2,52528E+12;20.939,21;2,35104E+11;22.695,81;2,46403E+12;21.760,65;8,51116E+11
26-01-07;22.865,99;1,49E+12;22.681,77;2,25487E+12;21.959,14;1,99877E+12;21.069,61;2,36634E+11;22.825,42;2,47883E+12;21.895,81;8,56583E+11
27-01-07;22.865,99;1,49E+12;22.681,77;2,25487E+12;21.959,14;1,99877E+12;21.069,61;2,36634E+11;22.825,42;2,47883E+12;21.895,81;8,56583E+11
28-01-07;22.865,99;1,49E+12;22.681,77;2,25487E+12;21.959,14;1,99877E+12;21.069,61;2,36634E+11;22.825,42;2,47883E+12;21.895,81;8,56583E+11
29-01-07;22.771,57;1,48555E+12;22.624,70;2,25158E+12;21.866,49;1,99267E+12;20.980,51;2,35696E+11;22.734,23;2,46884E+12;21.805,27;8,55302E+11
30-01-07;22.704,19;1,48216E+12;22.564,46;2,24853E+12;21.805,46;1,98752E+12;20.918,28;2,35025E+11;22.672,23;2,45941E+12;21.747,08;8,53046E+11
31-01-07;22.671,59;1,48211E+12;22.530,94;2,24556E+12;21.772,15;1,98252E+12;20.888,46;2,34773E+11;22.632,07;2,4568E+12;21.706,44;8,51644E+11
01-02-07;22.726,95;1,49075E+12;22.583,79;2,2537E+12;21.823,80;1,99205E+12;20.949,02;2,32394E+11;22.693,04;2,48148E+12;21.767,40;8,51898E+11
02-02-07;22.825,15;1,49905E+12;22.670,57;2,26342E+12;21.917,17;2,00051E+12;21.036,12;2,33362E+11;22.788,96;2,49278E+12;21.864,30;8,55696E+11
03-02-07;22.825,15;1,49905E+12;22.670,57;2,26342E+12;21.917,17;2,00051E+12;21.036,12;2,33362E+11;22.788,96;2,49278E+12;21.864,30;8,55696E+11
04-02-07;22.825,15;1,49905E+12;22.670,57;2,26342E+12;21.917,17;2,00051E+12;21.036,12;2,33362E+11;22.788,96;2,49278E+12;21.864,30;8,55696E+11
05-02-07;23.063,25;1,51546E+12;22.907,46;2,28904E+12;22.157,03;2,02223E+12;21.277,21;2,38482E+11;23.033,21;2,53652E+12;22.094,34;8,64684E+11
06-02-07;23.126,88;1,51994E+12;22.989,23;2,29855E+12;22.216,85;2,02827E+12;21.335,49;2,42385E+11;23.100,09;2,54588E+12;22.165,26;8,6968E+11
07-02-07;23.183,75;1,52437E+12;23.036,23;2,30588E+12;22.277,81;2,04049E+12;21.389,04;2,42981E+11;23.161,49;2,55517E+12;22.223,37;8,71981E+11
08-02-07;23.320,04;1,53444E+12;23.151,51;2,31914E+12;22.406,26;2,05245E+12;21.496,08;2,44199E+11;23.287,66;2,56834E+12;22.338,67;8,76456E+11
09-02-07;23.357,74;1,53858E+12;23.191,81;2,32499E+12;22.437,71;2,05994E+12;21.531,23;2,45643E+11;23.324,79;2,57597E+12;22.370,45;8,77825E+11
10-02-07;23.357,74;1,53858E+12;23.191,81;2,32499E+12;22.437,71;2,05994E+12;21.531,23;2,45643E+11;23.324,79;2,57597E+12;22.370,45;8,77825E+11
11-02-07;23.357,74;1,53858E+12;23.191,81;2,32499E+12;22.437,71;2,05994E+12;21.531,23;2,45643E+11;23.324,79;2,57597E+12;22.370,45;8,77825E+11
12-02-07;23.292,54;1,53503E+12;23.128,80;2,3201E+12;22.383,42;2,05471E+12;21.467,30;2,44908E+11;23.261,98;2,57059E+12;22.314,43;8,78309E+11
13-02-07;23.319,83;1,53815E+12;23.138,67;2,32125E+12;22.403,41;2,06056E+12;21.489,88;2,4516E+11;23.292,32;2,57366E+12;22.333,46;8,79297E+11
14-02-07;23.222,03;1,53316E+12;23.045,08;2,31354E+12;22.307,04;2,05244E+12;21.395,05;2,44126E+11;23.198,84;2,56527E+12;22.247,51;8,76071E+11
15-02-07;23.330,85;1,55528E+12;23.150,40;2,33198E+12;22.407,54;2,06827E+12;21.499,67;2,41321E+11;23.298,87;2,58545E+12;22.346,14;8,90279E+11
16-02-07;23.508,78;1,56948E+12;23.334,22;2,35345E+12;22.579,23;2,08667E+12;21.662,72;2,47971E+11;23.470,32;2,61002E+12;22.509,96;8,98084E+11
17-02-07;23.508,78;1,56948E+12;23.334,22;2,35345E+12;22.579,23;2,08667E+12;21.662,72;2,47971E+11;23.470,32;2,61002E+12;22.509,96;8,98084E+11
18-02-07;23.508,78;1,56948E+12;23.334,22;2,35345E+12;22.579,23;2,08667E+12;21.662,72;2,47971E+11;23.470,32;2,61002E+12;22.509,96;8,98084E+11
19-02-07;23.567,15;1,57596E+12;23.393,24;2,36437E+12;22.633,28;2,09217E+12;21.715,62;2,48825E+11;23.522,56;2,62093E+12;22.564,27;9,04198E+11
20-02-07;23.574,75;1,57977E+12;23.405,16;2,36879E+12;22.639,34;2,09658E+12;21.723,22;2,48913E+11;23.532,27;2,626E+12;22.567,48;9,04667E+11
21-02-07;23.505,94;1,57584E+12;23.341,50;2,36416E+12;22.575,38;2,09243E+12;21.668,07;2,48243E+11;23.467,10;2,61825E+12;22.506,47;9,02499E+11
22-02-07;23.364,66;1,56718E+12;23.216,19;2,35489E+12;22.451,07;2,08232E+12;21.558,51;2,47315E+11;23.342,90;2,60512E+12;22.391,35;8,97875E+11
23-02-07;23.308,59;1,56433E+12;23.142,83;2,34905E+12;22.390,77;2,077E+12;21.503,96;2,47314E+11;23.279,54;2,59778E+12;22.330,76;8,9566E+11
24-02-07;23.308,59;1,56433E+12;23.142,83;2,34905E+12;22.390,77;2,077E+12;21.503,96;2,47314E+11;23.279,54;2,59778E+12;22.330,76;8,9566E+11
25-02-07;23.308,59;1,56433E+12;23.142,83;2,34905E+12;22.390,77;2,077E+12;21.503,96;2,47314E+11;23.279,54;2,59778E+12;22.330,76;8,9566E+11
26-02-07;23.425,14;1,57321E+12;23.246,30;2,35956E+12;22.506,68;2,08764E+12;21.617,15;2,48715E+11;23.395,17;2,61184E+12;22.446,87;9,02943E+11
27-02-07;23.309,35;1,56659E+12;23.153,16;2,35027E+12;22.409,13;2,08252E+12;21.526,52;2,47766E+11;23.288,37;2,60225E+12;22.348,48;8,98902E+11
28-02-07;23.223,84;1,5586E+12;23.061,00;2,33894E+12;22.327,93;2,07173E+12;21.468,79;2,4741E+11;23.218,92;2,59242E+12;22.275,19;8,95919E+11
01-03-07;22.822,34;1,54396E+12;22.679,36;2,30169E+12;21.949,19;2,04338E+12;21.052,32;2,37476E+11;22.780,54;2,55093E+12;21.850,78;8,75967E+11
02-03-07;22.652,03;1,5335E+12;22.484,31;2,28278E+12;21.802,21;2,02963E+12;20.896,05;2,35406E+11;22.643,40;2,53349E+12;21.705,06;8,70077E+11
03-03-07;22.652,03;1,5335E+12;22.484,31;2,28278E+12;21.802,21;2,02963E+12;20.896,05;2,35406E+11;22.643,40;2,53349E+12;21.705,06;8,70077E+11
04-03-07;22.652,03;1,5335E+12;22.484,31;2,28278E+12;21.802,21;2,02963E+12;20.896,05;2,35406E+11;22.643,40;2,53349E+12;21.705,06;8,70077E+11
05-03-07;22.578,79;1,52805E+12;22.437,55;2,27865E+12;21.731,55;2,02229E+12;20.826,62;2,39733E+11;22.558,39;2,52341E+12;21.632,83;8,66835E+11
06-03-07;22.458,75;1,52165E+12;22.293,45;2,26468E+12;21.609,84;2,00503E+12;20.715,47;2,38448E+11;22.434,35;2,50779E+12;21.518,02;8,62371E+11
07-03-07;22.145,21;1,49799E+12;21.982,73;2,23368E+12;21.300,79;1,9762E+12;20.424,61;2,35082E+11;22.113,80;2,47088E+12;21.213,11;8,50163E+11
08-03-07;22.405,97;1,51486E+12;22.249,66;2,256E+12;21.544,14;1,99844E+12;20.668,35;2,37894E+11;22.382,51;2,50142E+12;21.487,62;8,61186E+11
09-03-07;22.480,45;1,52041E+12;22.306,60;2,25477E+12;21.624,47;2,00588E+12;20.733,52;2,38213E+11;22.456,85;2,5149E+12;21.535,51;8,63054E+11
10-03-07;22.480,45;1,52041E+12;22.306,60;2,25477E+12;21.624,47;2,00588E+12;20.733,52;2,38213E+11;22.456,85;2,5149E+12;21.535,51;8,63054E+11
11-03-07;22.480,45;1,52041E+12;22.306,60;2,25477E+12;21.624,47;2,00588E+12;20.733,52;2,38213E+11;22.456,85;2,5149E+12;21.535,51;8,63054E+11
12-03-07;22.695,64;1,5344E+12;22.519,28;2,27489E+12;21.825,77;2,02566E+12;20.932,44;2,40505E+11;22.669,99;2,54128E+12;21.749,74;8,71632E+11
13-03-07;22.813,42;1,54281E+12;22.642,98;2,28647E+12;21.941,57;2,03538E+12;21.042,20;2,41788E+11;22.791,22;2,55947E+12;21.859,68;8,75828E+11
14-03-07;22.874,87;1,54774E+12;22.715,10;2,29256E+12;22.000,04;2,04155E+12;21.093,38;2,42363E+11;22.847,46;2,56738E+12;21.928,76;8,78319E+11
15-03-07;22.636,51;1,54585E+12;22.463,73;2,26704E+12;21.749,33;2,02389E+12;20.852,43;2,35163E+11;22.602,88;2,53975E+12;21.689,59;8,80509E+11
16-03-07;22.533,79;1,53905E+12;22.391,56;2,25966E+12;21.666,23;2,01886E+12;20.759,98;2,37715E+11;22.497,35;2,52592E+12;21.591,27;8,76956E+11
17-03-07;22.533,79;1,53905E+12;22.391,56;2,25966E+12;21.666,23;2,01886E+12;20.759,98;2,37715E+11;22.497,35;2,52592E+12;21.591,27;8,76956E+11
18-03-07;22.533,79;1,53905E+12;22.391,56;2,25966E+12;21.666,23;2,01886E+12;20.759,98;2,37715E+11;22.497,35;2,52592E+12;21.591,27;8,76956E+11
19-03-07;22.700,49;1,55395E+12;22.538,90;2,27621E+12;21.819,36;2,03594E+12;20.921,76;2,40117E+11;22.668,61;2,54784E+12;21.754,73;8,8529E+11
20-03-07;22.729,66;1,55659E+12;22.565,87;2,28225E+12;21.856,75;2,03944E+12;20.947,23;2,40702E+11;22.695,61;2,55839E+12;21.769,28;8,86918E+11
21-03-07;22.886,55;1,56798E+12;22.715,78;2,29775E+12;22.010,45;2,05453E+12;21.108,31;2,42566E+11;22.857,30;2,57547E+12;21.937,22;8,94209E+11
22-03-07;22.977,14;1,57445E+12;22.816,32;2,30886E+12;22.108,78;2,06505E+12;21.199,25;2,43622E+11;22.957,68;2,59383E+12;22.024,27;8,97845E+11
23-03-07;23.136,47;1,58643E+12;22.984,13;2,32636E+12;22.262,22;2,0819E+12;21.348,51;2,45632E+11;23.115,19;2,61377E+12;22.183,05;9,04325E+11
24-03-07;23.136,47;1,58643E+12;22.984,13;2,32636E+12;22.262,22;2,0819E+12;21.348,51;2,45632E+11;23.115,19;2,61377E+12;22.183,05;9,04325E+11
25-03-07;23.136,47;1,58643E+12;22.984,13;2,32636E+12;22.262,22;2,0819E+12;21.348,51;2,45632E+11;23.115,19;2,61377E+12;22.183,05;9,04325E+11
26-03-07;23.264,15;1,59565E+12;23.082,86;2,34037E+12;22.391,12;2,09393E+12;21.471,08;2,47082E+11;23.249,61;2,63041E+12;22.301,41;9,11289E+11
27-03-07;23.274,18;1,5966E+12;23.106,12;2,34437E+12;22.401,26;2,09554E+12;21.491,36;2,47885E+11;23.264,23;2,63334E+12;22.314,43;9,12103E+11
28-03-07;23.258,17;1,5965E+12;23.109,47;2,34497E+12;22.380,19;2,09723E+12;21.476,09;2,47772E+11;23.243,83;2,63106E+12;22.305,50;9,11833E+11
29-03-07;23.167,78;1,59107E+12;23.013,75;2,33638E+12;22.292,10;2,08994E+12;21.391,91;2,46885E+11;23.152,38;2,61472E+12;22.216,03;9,08226E+11
30-03-07;23.126,97;1,58858E+12;22.967,15;2,33001E+12;22.251,88;2,08397E+12;21.349,05;2,46269E+11;23.121,34;2,61201E+12;22.162,54;9,06042E+11
31-03-07;23.126,97;1,58858E+12;22.967,15;2,33001E+12;22.251,88;2,08397E+12;21.349,05;2,46269E+11;23.121,34;2,61201E+12;22.162,54;9,06042E+11
01-04-07;23.126,97;1,58858E+12;22.967,15;2,33001E+12;22.251,88;2,08397E+12;21.349,05;2,46269E+11;23.121,34;2,61201E+12;22.162,54;9,06042E+11
02-04-07;23.253,10;1,60265E+12;23.080,85;2,34191E+12;22.369,21;2,10019E+12;21.476,28;2,42755E+11;23.249,77;2,64048E+12;22.288,85;9,12183E+11
03-04-07;23.289,46;1,60628E+12;23.114,47;2,34694E+12;22.401,84;2,10323E+12;21.505,51;2,44244E+11;23.283,01;2,64958E+12;22.326,52;9,13677E+11
04-04-07;23.344,92;1,6108E+12;23.163,96;2,35294E+12;22.457,25;2,11416E+12;21.553,34;2,50208E+11;23.339,60;2,66008E+12;22.374,98;9,15659E+11
05-04-07;23.521,52;1,62306E+12;23.320,44;2,37065E+12;22.641,97;2,13184E+12;21.727,69;2,52221E+11;23.530,52;2,68446E+12;22.560,22;9,23207E+11
06-04-07;23.521,52;1,62306E+12;23.320,44;2,37065E+12;22.641,97;2,13184E+12;21.727,69;2,52221E+11;23.530,52;2,68446E+12;22.560,22;9,23207E+11
07-04-07;23.521,52;1,62306E+12;23.320,44;2,37065E+12;22.641,97;2,13184E+12;21.727,69;2,52221E+11;23.530,52;2,68446E+12;22.560,22;9,23207E+11
08-04-07;23.521,52;1,62306E+12;23.320,44;2,37065E+12;22.641,97;2,13184E+12;21.727,69;2,52221E+11;23.530,52;2,68446E+12;22.560,22;9,23207E+11
09-04-07;23.623,31;1,63146E+12;23.413,31;2,37976E+12;22.731,77;2,14044E+12;21.811,72;2,53209E+11;23.626,13;2,69787E+12;22.652,33;9,27164E+11
10-04-07;23.636,95;1,63261E+12;23.431,72;2,38242E+12;22.747,26;2,142E+12;21.816,53;2,5326E+11;23.631,58;2,70006E+12;22.663,09;9,28922E+11
11-04-07;23.761,01;1,64278E+12;23.568,49;2,39834E+12;22.864,07;2,15367E+12;21.928,75;2,55077E+11;23.759,88;2,71632E+12;22.772,11;9,33312E+11
12-04-07;23.817,43;1,64785E+12;23.634,25;2,40657E+12;22.918,17;2,15992E+12;21.982,99;2,55703E+11;23.810,31;2,72332E+12;22.822,84;9,35354E+11
13-04-07;23.772,06;1,64479E+12;23.600,63;2,40359E+12;22.877,27;2,15712E+12;21.948,97;2,55328E+11;23.761,16;2,71862E+12;22.787,62;9,34047E+11
14-04-07;23.772,06;1,64479E+12;23.600,63;2,40359E+12;22.877,27;2,15712E+12;21.948,97;2,55328E+11;23.761,16;2,71862E+12;22.787,62;9,34047E+11
15-04-07;23.772,06;1,64479E+12;23.600,63;2,40359E+12;22.877,27;2,15712E+12;21.948,97;2,55328E+11;23.761,16;2,71862E+12;22.787,62;9,34047E+11
16-04-07;23.839,88;1,66653E+12;23.681,19;2,41452E+12;22.937,99;2,17495E+12;22.003,50;2,50704E+11;23.830,43;2,7351E+12;22.846,46;9,52166E+11
17-04-07;23.975,36;1,67705E+12;23.792,05;2,43167E+12;23.058,76;2,18706E+12;22.125,50;2,52327E+11;23.968,47;2,75212E+12;22.966,65;9,57965E+11
18-04-07;24.048,87;1,68337E+12;23.889,03;2,44654E+12;23.133,57;2,20138E+12;22.203,78;2,53441E+11;24.039,07;2,76821E+12;23.045,08;9,62144E+11
19-04-07;24.017,63;1,68387E+12;23.862,34;2,44794E+12;23.112,01;2,20071E+12;22.175,59;2,59299E+11;24.015,82;2,76824E+12;23.019,40;9,61152E+11
20-04-07;24.006,21;1,68441E+12;23.857,44;2,45005E+12;23.099,54;2,20166E+12;22.158,92;2,59131E+11;23.989,88;2,76617E+12;23.013,09;9,61238E+11
21-04-07;24.006,21;1,68441E+12;23.857,44;2,45005E+12;23.099,54;2,20166E+12;22.158,92;2,59131E+11;23.989,88;2,76617E+12;23.013,09;9,61238E+11
22-04-07;24.006,21;1,68441E+12;23.857,44;2,45005E+12;23.099,54;2,20166E+12;22.158,92;2,59131E+11;23.989,88;2,76617E+12;23.013,09;9,61238E+11
23-04-07;24.100,64;1,69272E+12;23.914,36;2,45971E+12;23.188,91;2,21345E+12;22.217,10;2,5993E+11;24.095,24;2,78205E+12;23.073,12;9,66519E+11
24-04-07;24.213,31;1,70158E+12;24.028,33;2,4747E+12;23.291,46;2,22749E+12;22.321,90;2,6182E+11;24.202,55;2,79295E+12;23.191,66;9,71581E+11
25-04-07;24.146,17;1,69764E+12;23.971,16;2,47275E+12;23.224,63;2,22263E+12;22.272,72;2,61321E+11;24.139,10;2,78717E+12;23.131,29;9,69191E+11
26-04-07;24.142,23;1,699E+12;23.962,77;2,4719E+12;23.228,34;2,22777E+12;22.261,72;2,6165E+11;24.135,43;2,78663E+12;23.126,60;9,69071E+11
27-04-07;24.236,71;1,70654E+12;24.063,28;2,48241E+12;23.311,71;2,23674E+12;22.339,61;2,62626E+11;24.228,92;2,79554E+12;23.206,92;9,72493E+11
28-04-07;24.236,71;1,70654E+12;24.063,28;2,48241E+12;23.311,71;2,23674E+12;22.339,61;2,62626E+11;24.228,92;2,79554E+12;23.206,92;9,72493E+11
29-04-07;24.236,71;1,70654E+12;24.063,28;2,48241E+12;23.311,71;2,23674E+12;22.339,61;2,62626E+11;24.228,92;2,79554E+12;23.206,92;9,72493E+11
30-04-07;24.216,73;1,70372E+12;24.055,76;2,47987E+12;23.292,82;2,23257E+12;22.320,56;2,62402E+11;24.202,98;2,79791E+12;23.189,71;9,71748E+11
01-05-07;24.216,73;1,70372E+12;24.055,76;2,47987E+12;23.292,82;2,23257E+12;22.320,56;2,62402E+11;24.202,98;2,79791E+12;23.189,71;9,71748E+11
02-05-07;24.203,08;1,70461E+12;24.043,40;2,48156E+12;23.273,99;2,24123E+12;22.287,51;2,58209E+11;24.184,75;2,80343E+12;23.163,28;9,76441E+11
03-05-07;24.172,92;1,70497E+12;24.004,44;2,47811E+12;23.239,51;2,23993E+12;22.239,98;2,58149E+11;24.145,78;2,79899E+12;23.131,54;9,74855E+11
04-05-07;24.254,25;1,71129E+12;24.089,86;2,48856E+12;23.315,13;2,24749E+12;22.318,92;2,65072E+11;24.226,63;2,80984E+12;23.204,33;9,77875E+11
05-05-07;24.254,25;1,71129E+12;24.089,86;2,48856E+12;23.315,13;2,24749E+12;22.318,92;2,65072E+11;24.226,63;2,80984E+12;23.204,33;9,77875E+11
06-05-07;24.254,25;1,71129E+12;24.089,86;2,48856E+12;23.315,13;2,24749E+12;22.318,92;2,65072E+11;24.226,63;2,80984E+12;23.204,33;9,77875E+11
07-05-07;24.371,77;1,71964E+12;24.193,56;2,50055E+12;23.430,58;2,25884E+12;22.422,90;2,66352E+11;24.351,09;2,83004E+12;23.310,67;9,82262E+11
08-05-07;24.439,28;1,72567E+12;24.284,56;2,51126E+12;23.489,72;2,27005E+12;22.492,04;2,6747E+11;24.416,05;2,83952E+12;23.375,71;9,87931E+11
09-05-07;24.438,58;1,72679E+12;24.302,48;2,51428E+12;23.504,41;2,27229E+12;22.488,74;2,67429E+11;24.404,59;2,83905E+12;23.386,43;9,88493E+11
10-05-07;24.390,56;1,72343E+12;24.240,37;2,51022E+12;23.458,33;2,2711E+12;22.448,71;2,66955E+11;24.366,96;2,83577E+12;23.336,18;9,86408E+11
11-05-07;24.453,33;1,72896E+12;24.307,99;2,51927E+12;23.517,59;2,27761E+12;22.490,64;2,68005E+11;24.412,88;2,83817E+12;23.390,91;9,88812E+11
12-05-07;24.453,33;1,72896E+12;24.307,99;2,51927E+12;23.517,59;2,27761E+12;22.490,64;2,68005E+11;24.412,88;2,83817E+12;23.390,91;9,88812E+11
13-05-07;24.453,33;1,72896E+12;24.307,99;2,51927E+12;23.517,59;2,27761E+12;22.490,64;2,68005E+11;24.412,88;2,83817E+12;23.390,91;9,88812E+11
14-05-07;24.370,62;1,72379E+12;24.208,06;2,51144E+12;23.418,31;2,26848E+12;22.418,95;2,67152E+11;24.333,84;2,83189E+12;23.306,01;9,88261E+11
15-05-07;24.454,95;1,74333E+12;24.302,08;2,52894E+12;23.479,99;2,29165E+12;22.484,19;2,62738E+11;24.399,54;2,84198E+12;23.377,64;1,00345E+12
16-05-07;24.367,31;1,73844E+12;24.209,87;2,52316E+12;23.399,62;2,28797E+12;22.418,32;2,62876E+11;24.316,34;2,84123E+12;23.292,69;1,00056E+12
17-05-07;24.326,04;1,73556E+12;24.157,22;2,52184E+12;23.361,43;2,2923E+12;22.363,49;2,68607E+11;24.276,51;2,83824E+12;23.237,21;9,98996E+11
18-05-07;24.437,07;1,74859E+12;24.227,42;2,53205E+12;23.453,07;2,3015E+12;22.457,31;2,69976E+11;24.383,05;2,85436E+12;23.347,40;1,00466E+12
19-05-07;24.437,07;1,74859E+12;24.227,42;2,53205E+12;23.453,07;2,3015E+12;22.457,31;2,69976E+11;24.383,05;2,85436E+12;23.347,40;1,00466E+12
20-05-07;24.437,07;1,74859E+12;24.227,42;2,53205E+12;23.453,07;2,3015E+12;22.457,31;2,69976E+11;24.383,05;2,85436E+12;23.347,40;1,00466E+12
21-05-07;24.437,07;1,74859E+12;24.227,42;2,53205E+12;23.453,07;2,3015E+12;22.457,31;2,69976E+11;24.383,05;2,85436E+12;23.347,40;1,00466E+12
22-05-07;24.530,06;1,75635E+12;24.305,62;2,54218E+12;23.534,61;2,31054E+12;22.525,28;2,71419E+11;24.469,84;2,86705E+12;23.434,33;1,00851E+12
23-05-07;24.594,16;1,76166E+12;24.381,11;2,55284E+12;23.593,52;2,31937E+12;22.595,36;2,7252E+11;24.543,49;2,88079E+12;23.465,57;1,01205E+12
24-05-07;24.528,71;1,75793E+12;24.312,66;2,54837E+12;23.543,03;2,31732E+12;22.564,44;2,72162E+11;24.499,35;2,87712E+12;23.417,80;1,00989E+12
25-05-07;24.569,56;1,76202E+12;24.369,85;2,55999E+12;23.582,99;2,32125E+12;22.588,56;2,72752E+11;24.520,17;2,87823E+12;23.457,39;1,01207E+12
26-05-07;24.569,56;1,76202E+12;24.369,85;2,55999E+12;23.582,99;2,32125E+12;22.588,56;2,72752E+11;24.520,17;2,87823E+12;23.457,39;1,01207E+12
