Valores Confirmados;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Fecha;CUPRUM;;HABITAT;;MAGISTER;;PLANVITAL;;PROVIDA;;SANTA MARIA;;SUMMA BANSANDER;
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
06-11-04;15.002,93;6,46245E+11;14.560,19;6,46923E+11;;;13.908,78;86350149248;14.950,35;6,67508E+11;14.413,46;2,45315E+11;14.920,58;4,23845E+11
07-11-04;15.002,93;6,46245E+11;14.560,19;6,46923E+11;;;13.908,78;86350149248;14.950,35;6,67508E+11;14.413,46;2,45315E+11;14.920,58;4,23845E+11
08-11-04;15.097,18;6,50285E+11;14.638,56;6,50325E+11;;;13.980,37;87567949762;15.039,69;6,77958E+11;14.495,42;2,46755E+11;15.007,46;4,2627E+11
09-11-04;15.109,83;6,5083E+11;14.655,05;6,51038E+11;;;13.997,90;87677888992;15.060,45;6,78442E+11;14.513,70;2,48764E+11;15.024,60;4,26731E+11
10-11-04;15.130,90;6,53774E+11;14.671,78;6,51702E+11;;;14.013,82;87787560008;15.076,77;6,79159E+11;14.528,87;2,49018E+11;15.041,57;4,27927E+11
11-11-04;15.062,98;6,51021E+11;14.611,43;6,52171E+11;;;13.958,78;87445855290;15.012,33;6,76259E+11;14.463,57;2,47932E+11;14.977,36;4,26058E+11
12-11-04;15.092,60;6,5238E+11;14.640,75;6,53736E+11;;;13.986,52;87621525343;15.039,30;6,77424E+11;14.496,88;2,48483E+11;15.006,34;4,28436E+11
13-11-04;15.092,60;6,5238E+11;14.640,75;6,53736E+11;;;13.986,52;87621525343;15.039,30;6,77424E+11;14.496,88;2,48483E+11;15.006,34;4,28436E+11
14-11-04;15.092,60;6,5238E+11;14.640,75;6,53736E+11;;;13.986,52;87621525343;15.039,30;6,77424E+11;14.496,88;2,48483E+11;15.006,34;4,28436E+11
15-11-04;15.091,84;6,5401E+11;14.630,27;6,5333E+11;;;13.974,55;87543943360;15.028,06;6,77173E+11;14.485,86;2,48285E+11;14.994,14;4,2825E+11
16-11-04;15.107,36;6,65828E+11;14.639,67;6,58684E+11;;;13.983,05;83711204689;15.045,85;6,80891E+11;14.499,99;2,54564E+11;15.009,47;4,30557E+11
17-11-04;15.181,43;6,70111E+11;14.715,30;6,6366E+11;;;14.048,99;91438557246;15.116,29;6,84112E+11;14.571,64;2,55802E+11;15.086,89;4,34958E+11
18-11-04;15.136,07;6,68608E+11;14.678,36;6,66674E+11;;;14.016,59;91227564334;15.077,13;6,82474E+11;14.534,61;2,55151E+11;15.050,66;4,34797E+11
19-11-04;15.136,07;6,68608E+11;14.678,36;6,66674E+11;;;14.016,59;91227564334;15.077,13;6,82474E+11;14.534,61;2,55151E+11;15.050,66;4,34797E+11
20-11-04;15.136,07;6,68608E+11;14.678,36;6,66674E+11;;;14.016,59;91227564334;15.077,13;6,82474E+11;14.534,61;2,55151E+11;15.050,66;4,34797E+11
21-11-04;15.136,07;6,68608E+11;14.678,36;6,66674E+11;;;14.016,59;91227564334;15.077,13;6,82474E+11;14.534,61;2,55151E+11;15.050,66;4,34797E+11
22-11-04;15.222,52;6,74067E+11;14.751,17;6,69852E+11;;;14.088,25;91692427974;15.158,12;6,90961E+11;14.616,31;2,56935E+11;15.135,46;4,3725E+11
23-11-04;15.255,68;6,7861E+11;14.799,98;6,72825E+11;;;14.124,34;91926260157;15.192,18;6,93816E+11;14.657,22;2,59622E+11;15.174,46;4,38397E+11
24-11-04;15.156,13;6,74694E+11;14.695,18;6,6814E+11;;;14.033,00;91350149965;15.091,45;6,8931E+11;14.555,91;2,57805E+11;15.068,60;4,36932E+11
25-11-04;15.214,78;6,78001E+11;14.756,76;6,76018E+11;;;14.089,52;91803378938;15.151,95;6,92476E+11;14.618,70;2,58911E+11;15.134,82;4,38852E+11
26-11-04;15.294,43;6,82846E+11;14.831,71;6,80421E+11;;;14.161,47;92311557145;15.231,54;6,96279E+11;14.696,89;2,60294E+11;15.218,65;4,41858E+11
27-11-04;15.294,43;6,82846E+11;14.831,71;6,80421E+11;;;14.161,47;92311557145;15.231,54;6,96279E+11;14.696,89;2,60294E+11;15.218,65;4,41858E+11
28-11-04;15.294,43;6,82846E+11;14.831,71;6,80421E+11;;;14.161,47;92311557145;15.231,54;6,96279E+11;14.696,89;2,60294E+11;15.218,65;4,41858E+11
29-11-04;15.299,21;6,84122E+11;14.835,33;6,81207E+11;;;14.170,71;92395314608;15.239,42;6,9755E+11;14.710,10;2,6156E+11;15.228,86;4,42164E+11
30-11-04;15.353,74;6,86946E+11;14.884,69;6,83279E+11;;;14.216,77;92604413159;15.291,35;7,00007E+11;14.760,28;2,62401E+11;15.283,04;4,44323E+11
01-12-04;15.370,19;6,87623E+11;14.899,47;6,83895E+11;;;14.232,35;92705894074;15.308,36;7,00792E+11;14.777,75;2,62702E+11;15.306,31;4,44999E+11
02-12-04;15.346,85;6,89927E+11;14.891,50;6,8979E+11;;;14.223,62;92646468056;15.297,27;7,00565E+11;14.767,14;2,62592E+11;15.299,98;4,44799E+11
03-12-04;15.400,71;6,93154E+11;14.923,90;6,91188E+11;;;14.264,10;92910170484;15.343,68;7,02616E+11;14.813,81;2,63418E+11;15.346,90;4,47914E+11
04-12-04;15.400,71;6,93154E+11;14.923,90;6,91188E+11;;;14.264,10;92910170484;15.343,68;7,02616E+11;14.813,81;2,63418E+11;15.346,90;4,47914E+11
05-12-04;15.400,71;6,93154E+11;14.923,90;6,91188E+11;;;14.264,10;92910170484;15.343,68;7,02616E+11;14.813,81;2,63418E+11;15.346,90;4,47914E+11
06-12-04;15.469,63;6,971E+11;14.996,72;6,94509E+11;;;14.330,22;93340806943;15.407,12;7,10921E+11;14.877,94;2,64516E+11;15.415,59;4,49878E+11
07-12-04;15.450,31;6,97162E+11;14.965,95;6,93223E+11;;;14.311,39;93941138073;15.388,97;7,103E+11;14.857,75;2,66877E+11;15.397,21;4,50019E+11
08-12-04;15.450,31;6,97162E+11;14.965,95;6,93223E+11;;;14.311,39;93941138073;15.388,97;7,103E+11;14.857,75;2,66877E+11;15.397,21;4,50019E+11
09-12-04;15.456,09;6,98208E+11;14.967,77;6,98207E+11;;;14.308,16;93913848859;15.387,42;7,10195E+11;14.855,11;2,66908E+11;15.397,26;4,50144E+11
10-12-04;15.448,73;6,98857E+11;14.955,64;6,97159E+11;;;14.295,10;93827838478;15.377,03;7,09683E+11;14.849,22;2,66795E+11;15.378,88;4,50067E+11
11-12-04;15.448,73;6,98857E+11;14.955,64;6,97159E+11;;;14.295,10;93827838478;15.377,03;7,09683E+11;14.849,22;2,66795E+11;15.378,88;4,50067E+11
12-12-04;15.448,73;6,98857E+11;14.955,64;6,97159E+11;;;14.295,10;93827838478;15.377,03;7,09683E+11;14.849,22;2,66795E+11;15.378,88;4,50067E+11
13-12-04;15.341,05;6,94231E+11;14.855,54;6,9259E+11;;;14.193,28;93168106691;15.264,13;7,04257E+11;14.739,65;2,64777E+11;15.263,54;4,46835E+11
14-12-04;15.219,42;6,896E+11;14.757,73;6,88067E+11;;;14.097,93;92546454633;15.151,45;6,99216E+11;14.627,30;2,62804E+11;15.142,96;4,43386E+11
15-12-04;15.175,96;6,88615E+11;14.713,19;6,85954E+11;;;14.057,57;92276470682;15.122,90;6,97876E+11;14.591,75;2,62128E+11;15.102,55;4,42817E+11
16-12-04;15.362,26;6,98592E+11;14.887,67;6,9829E+11;;;14.211,06;93396463085;15.305,73;7,06393E+11;14.769,94;2,65324E+11;15.283,38;4,47834E+11
17-12-04;15.361,06;7,09481E+11;14.869,61;7,04485E+11;;;14.212,00;89229758112;15.299,65;7,14215E+11;14.763,50;2,70292E+11;15.285,52;4,49186E+11
18-12-04;15.361,06;7,09481E+11;14.869,61;7,04485E+11;;;14.212,00;89229758112;15.299,65;7,14215E+11;14.763,50;2,70292E+11;15.285,52;4,49186E+11
19-12-04;15.361,06;7,09481E+11;14.869,61;7,04485E+11;;;14.212,00;89229758112;15.299,65;7,14215E+11;14.763,50;2,70292E+11;15.285,52;4,49186E+11
20-12-04;15.393,57;7,12837E+11;14.908,35;7,06317E+11;;;14.229,63;96393732938;15.332,91;7,15513E+11;14.794,28;2,71183E+11;15.323,69;4,51316E+11
21-12-04;15.244,80;7,07187E+11;14.762,41;6,9948E+11;;;14.086,36;95399800045;15.162,12;7,07667E+11;14.640,16;2,70872E+11;15.180,68;4,48395E+11
22-12-04;15.358,45;7,13207E+11;14.894,58;7,0768E+11;;;14.189,87;96099931126;15.277,03;7,14286E+11;14.769,16;2,73252E+11;15.287,78;4,51626E+11
23-12-04;15.425,24;7,1773E+11;14.954,82;7,15831E+11;;;14.252,44;96509714106;15.345,56;7,17673E+11;14.833,95;2,74429E+11;15.359,01;4,5434E+11
24-12-04;15.428,03;7,18721E+11;14.964,39;7,17182E+11;;;14.257,37;96571017672;15.352,17;7,18316E+11;14.837,01;2,74486E+11;15.370,46;4,54872E+11
25-12-04;15.428,03;7,18721E+11;14.964,39;7,17182E+11;;;14.257,37;96571017672;15.352,17;7,18316E+11;14.837,01;2,74486E+11;15.370,46;4,54872E+11
26-12-04;15.428,03;7,18721E+11;14.964,39;7,17182E+11;;;14.257,37;96571017672;15.352,17;7,18316E+11;14.837,01;2,74486E+11;15.370,46;4,54872E+11
27-12-04;15.418,28;7,18977E+11;14.950,43;7,16449E+11;;;14.247,71;96504078105;15.339,03;7,26353E+11;14.825,55;2,75277E+11;15.356,71;4,54858E+11
28-12-04;15.458,95;7,2189E+11;14.992,84;7,18547E+11;;;14.278,83;96773832015;15.392,76;7,29129E+11;14.862,06;2,75951E+11;15.392,71;4,5593E+11
29-12-04;15.435,54;7,21313E+11;14.963,16;7,17785E+11;;;14.251,46;96676027675;15.369,52;7,28762E+11;14.838,77;2,75515E+11;15.365,76;4,56196E+11
30-12-04;15.499,40;7,24408E+11;15.020,39;7,2107E+11;;;14.308,75;97089594911;15.438,31;7,31969E+11;14.903,71;2,76631E+11;15.431,44;4,57173E+11
31-12-04;15.503,63;7,25084E+11;15.027,96;7,21422E+11;;;14.313,12;97118457470;15.447,19;7,32404E+11;14.905,16;2,76658E+11;15.433,48;4,57175E+11
