Valores Confirmados;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Fecha;CUPRUM;;HABITAT;;PLANVITAL;;PROVIDA;;SANTA MARIA;;SUMMA BANSANDER;;BANSANDER;
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
29-10-05;17.272,08;1,24415E+12;16.679,84;1,13433E+12;15.859,22;1,55342E+11;17.184,13;1,17743E+12;16.545,36;4,43315E+11;;;17.235,91;7,11007E+11
30-10-05;17.272,08;1,24415E+12;16.679,84;1,13433E+12;15.859,22;1,55342E+11;17.184,13;1,17743E+12;16.545,36;4,43315E+11;;;17.235,91;7,11007E+11
31-10-05;17.065,10;1,22939E+12;16.465,51;1,11949E+12;15.666,74;1,53383E+11;16.969,34;1,1728E+12;16.339,88;4,38459E+11;;;17.024,47;7,01653E+11
01-11-05;17.065,10;1,22939E+12;16.465,51;1,11949E+12;15.666,74;1,53383E+11;16.969,34;1,1728E+12;16.339,88;4,38459E+11;;;17.024,47;7,01653E+11
02-11-05;17.114,51;1,23447E+12;16.481,16;1,12344E+12;15.683,17;1,51105E+11;17.007,46;1,18404E+12;16.367,91;4,39544E+11;;;17.048,27;7,05578E+11
03-11-05;17.345,93;1,25146E+12;16.750,80;1,14176E+12;15.936,76;1,57509E+11;17.288,89;1,20279E+12;16.630,54;4,49306E+11;;;17.319,28;7,16949E+11
04-11-05;17.435,46;1,25721E+12;16.817,01;1,1464E+12;16.006,23;1,58183E+11;17.366,69;1,2085E+12;16.696,36;4,51104E+11;;;17.394,22;7,2204E+11
05-11-05;17.435,46;1,25721E+12;16.817,01;1,1464E+12;16.006,23;1,58183E+11;17.366,69;1,2085E+12;16.696,36;4,51104E+11;;;17.394,22;7,2204E+11
06-11-05;17.435,46;1,25721E+12;16.817,01;1,1464E+12;16.006,23;1,58183E+11;17.366,69;1,2085E+12;16.696,36;4,51104E+11;;;17.394,22;7,2204E+11
07-11-05;17.380,54;1,25314E+12;16.770,69;1,14319E+12;15.969,73;1,58967E+11;17.322,04;1,2053E+12;16.655,31;4,50129E+11;;;17.340,73;7,19707E+11
08-11-05;17.274,83;1,24528E+12;16.677,57;1,13641E+12;15.875,65;1,58043E+11;17.237,28;1,19939E+12;16.559,29;4,47507E+11;;;17.243,42;7,1577E+11
09-11-05;17.291,76;1,24601E+12;16.681,33;1,13627E+12;15.881,63;1,58109E+11;17.255,89;1,20061E+12;16.568,79;4,47706E+11;;;17.254,61;7,16262E+11
10-11-05;17.197,69;1,23966E+12;16.587,57;1,13229E+12;15.784,99;1,57145E+11;17.152,47;1,19337E+12;16.467,03;4,44941E+11;;;17.154,02;7,12117E+11
11-11-05;17.283,75;1,24559E+12;16.674,67;1,13822E+12;15.863,70;1,57957E+11;17.241,83;1,19952E+12;16.555,32;4,47293E+11;;;17.241,79;7,16172E+11
12-11-05;17.283,75;1,24559E+12;16.674,67;1,13822E+12;15.863,70;1,57957E+11;17.241,83;1,19952E+12;16.555,32;4,47293E+11;;;17.241,79;7,16172E+11
13-11-05;17.283,75;1,24559E+12;16.674,67;1,13822E+12;15.863,70;1,57957E+11;17.241,83;1,19952E+12;16.555,32;4,47293E+11;;;17.241,79;7,16172E+11
14-11-05;17.232,20;1,24142E+12;16.615,94;1,13431E+12;15.810,58;1,57425E+11;17.175,83;1,20127E+12;16.501,20;4,45814E+11;;;17.183,51;7,13891E+11
15-11-05;17.354,37;1,25399E+12;16.739,26;1,14894E+12;15.926,92;1,5341E+11;17.308,79;1,21775E+12;16.625,20;4,52961E+11;;;17.310,87;7,2844E+11
16-11-05;17.267,37;1,24953E+12;16.661,70;1,14359E+12;15.845,72;1,58757E+11;17.223,99;1,21171E+12;16.543,26;4,51868E+11;;;17.228,53;7,26096E+11
17-11-05;17.244,51;1,24829E+12;16.641,42;1,14283E+12;15.819,24;1,58867E+11;17.199,67;1,20997E+12;16.515,73;4,51125E+11;;;17.203,00;7,25764E+11
18-11-05;17.313,10;1,25309E+12;16.717,58;1,14809E+12;15.882,52;1,59507E+11;17.268,74;1,21478E+12;16.586,42;4,53197E+11;;;17.268,63;7,29021E+11
19-11-05;17.313,10;1,25309E+12;16.717,58;1,14809E+12;15.882,52;1,59507E+11;17.268,74;1,21478E+12;16.586,42;4,53197E+11;;;17.268,63;7,29021E+11
20-11-05;17.313,10;1,25309E+12;16.717,58;1,14809E+12;15.882,52;1,59507E+11;17.268,74;1,21478E+12;16.586,42;4,53197E+11;;;17.268,63;7,29021E+11
21-11-05;17.538,60;1,26926E+12;16.912,82;1,16518E+12;16.080,35;1,61549E+11;17.491,23;1,23042E+12;16.798,29;4,58924E+11;;;17.482,12;7,38285E+11
22-11-05;17.521,44;1,26842E+12;16.908,37;1,16484E+12;16.078,86;1,61529E+11;17.474,98;1,23165E+12;16.792,05;4,58747E+11;;;17.471,68;7,38022E+11
23-11-05;17.576,59;1,27277E+12;16.957,45;1,16882E+12;16.123,78;1,61994E+11;17.538,11;1,23641E+12;16.844,65;4,60213E+11;;;17.527,09;7,40743E+11
24-11-05;17.520,79;1,26877E+12;16.908,30;1,16678E+12;16.069,60;1,61526E+11;17.478,41;1,23262E+12;16.786,09;4,59031E+11;;;17.469,16;7,38386E+11
25-11-05;17.618,21;1,27639E+12;17.008,06;1,17496E+12;16.169,31;1,62576E+11;17.578,67;1,24006E+12;16.888,73;4,61859E+11;;;17.570,63;7,42968E+11
26-11-05;17.618,21;1,27639E+12;17.008,06;1,17496E+12;16.169,31;1,62576E+11;17.578,67;1,24006E+12;16.888,73;4,61859E+11;;;17.570,63;7,42968E+11
27-11-05;17.618,21;1,27639E+12;17.008,06;1,17496E+12;16.169,31;1,62576E+11;17.578,67;1,24006E+12;16.888,73;4,61859E+11;;;17.570,63;7,42968E+11
28-11-05;17.585,97;1,27415E+12;16.965,19;1,17203E+12;16.129,57;1,62227E+11;17.543,69;1,24205E+12;16.850,63;4,61735E+11;;;17.537,36;7,41598E+11
29-11-05;17.596,78;1,27543E+12;16.990,95;1,17388E+12;16.144,88;1,62424E+11;17.567,01;1,24557E+12;16.864,59;4,62108E+11;;;17.554,81;7,42464E+11
30-11-05;17.536,22;1,26967E+12;16.926,78;1,17019E+12;16.094,18;1,61922E+11;17.504,66;1,24125E+12;16.807,33;4,60715E+11;;;17.504,29;7,41156E+11
01-12-05;17.534,36;1,2706E+12;16.918,30;1,17016E+12;16.086,66;1,59012E+11;17.502,80;1,25179E+12;16.802,36;4,56385E+11;;;17.501,45;7,43805E+11
02-12-05;17.469,82;1,26611E+12;16.855,57;1,16579E+12;16.024,72;1,584E+11;17.432,60;1,24627E+12;16.735,38;4,54554E+11;;;17.436,04;7,42111E+11
03-12-05;17.469,82;1,26611E+12;16.855,57;1,16579E+12;16.024,72;1,584E+11;17.432,60;1,24627E+12;16.735,38;4,54554E+11;;;17.436,04;7,42111E+11
04-12-05;17.469,82;1,26611E+12;16.855,57;1,16579E+12;16.024,72;1,584E+11;17.432,60;1,24627E+12;16.735,38;4,54554E+11;;;17.436,04;7,42111E+11
05-12-05;17.562,10;1,27316E+12;16.942,25;1,17177E+12;16.109,40;1,6357E+11;17.519,13;1,25251E+12;16.825,70;4,56989E+11;;;17.526,25;7,45817E+11
06-12-05;17.714,83;1,28459E+12;17.106,91;1,18312E+12;16.263,47;1,65126E+11;17.707,80;1,26628E+12;16.993,95;4,62291E+11;;;17.694,32;7,53006E+11
07-12-05;17.661,55;1,28067E+12;17.054,53;1,1812E+12;16.215,19;1,64632E+11;17.652,86;1,26223E+12;16.940,58;4,61003E+11;;;17.648,42;7,52483E+11
08-12-05;17.661,55;1,28067E+12;17.054,53;1,1812E+12;16.215,19;1,64632E+11;17.652,86;1,26223E+12;16.940,58;4,61003E+11;;;17.648,42;7,52483E+11
09-12-05;17.667,43;1,28143E+12;17.048,99;1,18022E+12;16.216,02;1,64649E+11;17.653,12;1,26218E+12;16.947,33;4,61186E+11;;;17.654,41;7,52783E+11
10-12-05;17.667,43;1,28143E+12;17.048,99;1,18022E+12;16.216,02;1,64649E+11;17.653,12;1,26218E+12;16.947,33;4,61186E+11;;;17.654,41;7,52783E+11
11-12-05;17.667,43;1,28143E+12;17.048,99;1,18022E+12;16.216,02;1,64649E+11;17.653,12;1,26218E+12;16.947,33;4,61186E+11;;;17.654,41;7,52783E+11
12-12-05;17.747,48;1,28752E+12;17.126,87;1,18552E+12;16.290,92;1,65412E+11;17.760,18;1,2738E+12;17.026,06;4,6333E+11;;;17.736,43;7,56318E+11
13-12-05;17.658,20;1,28147E+12;17.016,71;1,17811E+12;16.180,86;1,64297E+11;17.621,35;1,26333E+12;16.905,04;4,60019E+11;;;17.617,13;7,52099E+11
14-12-05;17.689,26;1,28426E+12;17.045,24;1,18002E+12;16.222,42;1,64686E+11;17.665,06;1,26697E+12;16.950,66;4,613E+11;;;17.663,80;7,54628E+11
15-12-05;17.828,37;1,29915E+12;17.175,72;1,19314E+12;16.349,30;1,58888E+11;17.805,65;1,28327E+12;17.088,14;4,65412E+11;;;17.796,27;7,69532E+11
16-12-05;17.803,86;1,29872E+12;17.129,53;1,18985E+12;16.319,77;1,63971E+11;17.778,51;1,28124E+12;17.050,68;4,64688E+11;;;17.782,79;7,70311E+11
17-12-05;17.803,86;1,29872E+12;17.129,53;1,18985E+12;16.319,77;1,63971E+11;17.778,51;1,28124E+12;17.050,68;4,64688E+11;;;17.782,79;7,70311E+11
18-12-05;17.803,86;1,29872E+12;17.129,53;1,18985E+12;16.319,77;1,63971E+11;17.778,51;1,28124E+12;17.050,68;4,64688E+11;;;17.782,79;7,70311E+11
19-12-05;17.826,46;1,3028E+12;17.157,76;1,195E+12;16.363,55;1,64405E+11;17.825,96;1,28706E+12;17.083,72;4,65617E+11;;;17.838,10;7,7302E+11
20-12-05;17.855,81;1,30562E+12;17.162,16;1,19527E+12;16.348,47;1,64252E+11;17.811,17;1,28716E+12;17.087,58;4,67277E+11;;;17.835,79;7,74731E+11
21-12-05;17.734,23;1,29677E+12;17.044,39;1,1876E+12;16.237,01;1,63147E+11;17.660,89;1,27659E+12;16.965,98;4,64175E+11;;;17.692,23;7,6913E+11
22-12-05;17.653,66;1,29189E+12;16.978,61;1,18491E+12;16.163,03;1,62422E+11;17.614,30;1,27332E+12;16.899,86;4,62878E+11;;;17.627,71;7,67081E+11
23-12-05;17.821,45;1,30489E+12;17.148,84;1,19676E+12;16.326,69;1,64066E+11;17.809,70;1,28808E+12;17.079,83;4,67807E+11;;;17.807,35;7,75358E+11
24-12-05;17.821,45;1,30489E+12;17.148,84;1,19676E+12;16.326,69;1,64066E+11;17.809,70;1,28808E+12;17.079,83;4,67807E+11;;;17.807,35;7,75358E+11
25-12-05;17.821,45;1,30489E+12;17.148,84;1,19676E+12;16.326,69;1,64066E+11;17.809,70;1,28808E+12;17.079,83;4,67807E+11;;;17.807,35;7,75358E+11
26-12-05;17.872,87;1,30925E+12;17.177,08;1,20028E+12;16.357,34;1,64454E+11;17.843,63;1,29478E+12;17.111,87;4,69061E+11;;;17.841,40;7,76839E+11
27-12-05;17.871,60;1,30983E+12;17.174,22;1,20051E+12;16.359,72;1,64521E+11;17.844,02;1,2947E+12;17.107,52;4,69061E+11;;;17.835,71;7,76645E+11
28-12-05;17.849,00;1,30821E+12;17.177,61;1,20072E+12;16.360,94;1,64579E+11;17.852,74;1,29571E+12;17.114,79;4,69246E+11;;;17.839,93;7,78055E+11
29-12-05;17.813,22;1,30582E+12;17.157,66;1,19808E+12;16.335,75;1,64389E+11;17.825,78;1,29478E+12;17.084,35;4,68796E+11;;;17.811,67;7,76951E+11
30-12-05;17.825,79;1,30673E+12;17.154,79;1,19932E+12;16.335,48;1,6431E+11;17.830,18;1,2951E+12;17.091,16;4,68819E+11;;;17.820,05;7,79833E+11
31-12-05;17.825,79;1,30673E+12;17.154,79;1,19932E+12;16.335,48;1,6431E+11;17.830,18;1,2951E+12;17.091,16;4,68819E+11;;;17.820,05;7,79833E+11
