Valores Confirmados;;;;;;;;;;;;
;;;;;;;;;;;;
Fecha;CAPITAL;;CUPRUM;;HABITAT;;PLANVITAL;;PROVIDA;;MODELO;
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
01-01-10;23.050,39;3,06812E+12;23.290,37;3,05455E+12;23.467,49;2,87021E+12;22.353,75;2,53687E+11;23.850,87;3,36755E+12;;
02-01-10;23.050,39;3,06812E+12;23.290,37;3,05455E+12;23.467,49;2,87021E+12;22.353,75;2,53687E+11;23.850,87;3,36755E+12;;
03-01-10;23.050,39;3,06812E+12;23.290,37;3,05455E+12;23.467,49;2,87021E+12;22.353,75;2,53687E+11;23.850,87;3,36755E+12;;
04-01-10;23.116,59;3,07682E+12;23.371,30;3,06562E+12;23.495,44;2,87385E+12;22.417,57;2,54474E+11;23.916,83;3,37768E+12;;
05-01-10;23.357,23;3,10817E+12;23.591,11;3,09461E+12;23.790,69;2,90927E+12;22.648,63;2,51603E+11;24.166,18;3,42252E+12;;
06-01-10;23.575,41;3,13833E+12;23.828,55;3,1256E+12;23.958,11;2,93083E+12;22.841,28;2,53818E+11;24.374,61;3,45176E+12;;
07-01-10;23.567,63;3,13991E+12;23.805,59;3,12397E+12;23.962,90;2,93124E+12;22.824,52;2,59608E+11;24.360,16;3,4501E+12;;
08-01-10;23.468,98;3,1304E+12;23.711,33;3,11286E+12;23.887,29;2,92314E+12;22.739,91;2,58661E+11;24.263,02;3,43773E+12;;
09-01-10;23.468,98;3,1304E+12;23.711,33;3,11286E+12;23.887,29;2,92314E+12;22.739,91;2,58661E+11;24.263,02;3,43773E+12;;
10-01-10;23.468,98;3,1304E+12;23.711,33;3,11286E+12;23.887,29;2,92314E+12;22.739,91;2,58661E+11;24.263,02;3,43773E+12;;
11-01-10;23.530,77;3,13999E+12;23.750,31;3,11981E+12;23.960,71;2,93519E+12;22.803,88;2,59503E+11;24.331,53;3,44922E+12;;
12-01-10;23.624,77;3,15338E+12;23.845,90;3,13371E+12;24.028,35;2,94555E+12;22.885,84;2,60459E+11;24.423,12;3,46328E+12;;
13-01-10;23.512,05;3,14006E+12;23.725,22;3,12255E+12;23.903,72;2,93571E+12;22.780,16;2,59531E+11;24.296,17;3,44714E+12;;
14-01-10;23.454,72;3,13613E+12;23.656,12;3,11772E+12;23.879,57;2,93707E+12;22.734,01;2,5941E+11;24.242,88;3,44419E+12;;
15-01-10;23.561,03;3,16318E+12;23.757,83;3,14568E+12;23.974,88;2,95499E+12;22.811,63;2,60158E+11;24.340,85;3,45498E+12;;
16-01-10;23.561,03;3,16318E+12;23.757,83;3,14568E+12;23.974,88;2,95499E+12;22.811,63;2,60158E+11;24.340,85;3,45498E+12;;
17-01-10;23.561,03;3,16318E+12;23.757,83;3,14568E+12;23.974,88;2,95499E+12;22.811,63;2,60158E+11;24.340,85;3,45498E+12;;
18-01-10;23.439,06;3,15527E+12;23.646,07;3,13625E+12;23.818,94;2,94302E+12;22.700,35;2,59516E+11;24.211,04;3,44721E+12;;
19-01-10;23.431,15;3,1568E+12;23.630,95;3,13621E+12;23.832,66;2,94672E+12;22.701,43;2,59748E+11;24.204,81;3,44831E+12;;
20-01-10;23.514,18;3,17008E+12;23.714,50;3,14895E+12;23.931,91;2,9613E+12;22.780,39;2,6069E+11;24.295,76;3,46281E+12;;
21-01-10;23.382,78;3,15339E+12;23.612,88;3,13717E+12;23.742,77;2,93822E+12;22.627,49;2,59007E+11;24.145,10;3,44139E+12;;
22-01-10;23.143,13;3,12295E+12;23.379,64;3,10926E+12;23.512,33;2,91128E+12;22.391,74;2,56433E+11;23.885,91;3,40403E+12;;
23-01-10;23.143,13;3,12295E+12;23.379,64;3,10926E+12;23.512,33;2,91128E+12;22.391,74;2,56433E+11;23.885,91;3,40403E+12;;
24-01-10;23.143,13;3,12295E+12;23.379,64;3,10926E+12;23.512,33;2,91128E+12;22.391,74;2,56433E+11;23.885,91;3,40403E+12;;
25-01-10;22.914,08;3,09435E+12;23.146,94;3,08073E+12;23.281,18;2,88356E+12;22.159,34;2,53825E+11;23.647,93;3,37308E+12;;
26-01-10;22.919,68;3,09794E+12;23.148,33;3,08308E+12;23.301,13;2,8881E+12;22.168,05;2,54069E+11;23.661,05;3,37614E+12;;
27-01-10;22.758,28;3,07851E+12;22.983,46;3,06163E+12;23.143,34;2,87042E+12;21.990,43;2,52134E+11;23.466,62;3,35069E+12;;
28-01-10;22.765,17;3,07965E+12;22.997,37;3,06471E+12;23.147,19;2,87077E+12;21.966,81;2,52023E+11;23.483,55;3,35343E+12;;
29-01-10;22.923,30;3,09826E+12;23.163,19;3,0834E+12;23.275,83;2,88349E+12;22.070,82;2,52964E+11;23.648,06;3,3782E+12;;
30-01-10;22.923,30;3,09826E+12;23.163,19;3,0834E+12;23.275,83;2,88349E+12;22.070,82;2,52964E+11;23.648,06;3,3782E+12;;
31-01-10;22.923,30;3,09826E+12;23.163,19;3,0834E+12;23.275,83;2,88349E+12;22.070,82;2,52964E+11;23.648,06;3,3782E+12;;
01-02-10;22.696,90;3,06076E+12;22.958,54;3,06014E+12;23.083,40;2,86123E+12;21.915,63;2,47187E+11;23.438,51;3,3621E+12;;
02-02-10;22.881,08;3,08718E+12;23.093,75;3,07842E+12;23.295,50;2,88811E+12;22.050,75;2,48862E+11;23.625,16;3,38347E+12;;
03-02-10;23.097,38;3,11637E+12;23.318,60;3,10855E+12;23.482,19;2,912E+12;22.246,17;2,55585E+11;23.841,74;3,41523E+12;;
04-02-10;23.327,08;3,14801E+12;23.546,74;3,1399E+12;23.688,37;2,93837E+12;22.420,33;2,57683E+11;24.053,96;3,44607E+12;;
05-02-10;23.033,31;3,11034E+12;23.248,20;3,1018E+12;23.324,11;2,89448E+12;22.062,85;2,5366E+11;23.707,38;3,39724E+12;;
06-02-10;23.033,31;3,11034E+12;23.248,20;3,1018E+12;23.324,11;2,89448E+12;22.062,85;2,5366E+11;23.707,38;3,39724E+12;;
07-02-10;23.033,31;3,11034E+12;23.248,20;3,1018E+12;23.324,11;2,89448E+12;22.062,85;2,5366E+11;23.707,38;3,39724E+12;;
08-02-10;22.508,21;3,04089E+12;22.726,66;3,03317E+12;22.832,71;2,8348E+12;21.593,92;2,48372E+11;23.188,50;3,32481E+12;;
09-02-10;22.411,03;3,02883E+12;22.642,12;3,02268E+12;22.733,85;2,8238E+12;21.517,02;2,47598E+11;23.097,53;3,31265E+12;;
10-02-10;22.665,69;3,06355E+12;22.879,72;3,05392E+12;23.030,32;2,85949E+12;21.763,60;2,50556E+11;23.378,17;3,35199E+12;;
11-02-10;22.635,73;3,05705E+12;22.886,87;3,05205E+12;22.999,06;2,85301E+12;21.774,90;2,50826E+11;23.368,41;3,34972E+12;;
12-02-10;22.740,67;3,07227E+12;22.986,16;3,06837E+12;23.136,86;2,86929E+12;21.891,92;2,52298E+11;23.492,68;3,36675E+12;;
13-02-10;22.740,67;3,07227E+12;22.986,16;3,06837E+12;23.136,86;2,86929E+12;21.891,92;2,52298E+11;23.492,68;3,36675E+12;;
14-02-10;22.740,67;3,07227E+12;22.986,16;3,06837E+12;23.136,86;2,86929E+12;21.891,92;2,52298E+11;23.492,68;3,36675E+12;;
15-02-10;22.646,63;3,07147E+12;22.937,83;3,07336E+12;23.063,45;2,86993E+12;21.842,87;2,48578E+11;23.426,14;3,36465E+12;;
16-02-10;22.584,47;3,06506E+12;22.912,73;3,07237E+12;23.034,04;2,87042E+12;21.828,56;2,54622E+11;23.387,06;3,35916E+12;;
17-02-10;22.822,35;3,09874E+12;23.121,89;3,10305E+12;23.312,64;2,90778E+12;22.038,20;2,5723E+11;23.633,36;3,39674E+12;;
18-02-10;23.048,58;3,13053E+12;23.355,57;3,1343E+12;23.503,84;2,93251E+12;22.242,52;2,59788E+11;23.857,12;3,43097E+12;;
19-02-10;23.181,65;3,14951E+12;23.449,65;3,14755E+12;23.634,36;2,94995E+12;22.324,36;2,60788E+11;23.959,22;3,44653E+12;;
20-02-10;23.181,65;3,14951E+12;23.449,65;3,14755E+12;23.634,36;2,94995E+12;22.324,36;2,60788E+11;23.959,22;3,44653E+12;;
21-02-10;23.181,65;3,14951E+12;23.449,65;3,14755E+12;23.634,36;2,94995E+12;22.324,36;2,60788E+11;23.959,22;3,44653E+12;;
22-02-10;23.139,57;3,14487E+12;23.404,73;3,14219E+12;23.599,45;2,94689E+12;22.275,60;2,6022E+11;23.912,04;3,44052E+12;;
23-02-10;23.137,21;3,14508E+12;23.439,53;3,14781E+12;23.598,16;2,94748E+12;22.307,45;2,60835E+11;23.940,80;3,44546E+12;;
24-02-10;22.967,33;3,12243E+12;23.283,76;3,12743E+12;23.397,15;2,92298E+12;22.152,14;2,5899E+11;23.761,41;3,4198E+12;;
25-02-10;22.965,30;3,12313E+12;23.254,95;3,12473E+12;23.435,88;2,92949E+12;22.137,94;2,58929E+11;23.760,51;3,42089E+12;;
26-02-10;22.798,45;3,09665E+12;23.086,57;3,09845E+12;23.244,69;2,90053E+12;21.989,00;2,5691E+11;23.590,51;3,39764E+12;;
27-02-10;22.798,45;3,09665E+12;23.086,57;3,09845E+12;23.244,69;2,90053E+12;21.989,00;2,5691E+11;23.590,51;3,39764E+12;;
28-02-10;22.798,45;3,09665E+12;23.086,57;3,09845E+12;23.244,69;2,90053E+12;21.989,00;2,5691E+11;23.590,51;3,39764E+12;;
01-03-10;22.923,71;3,10975E+12;23.225,63;3,11847E+12;23.404,17;2,92363E+12;22.125,75;2,54833E+11;23.732,35;3,42589E+12;;
02-03-10;23.014,36;3,1232E+12;23.319,71;3,13151E+12;23.516,07;2,93817E+12;22.221,82;2,56012E+11;23.829,10;3,43518E+12;;
03-03-10;23.133,40;3,13955E+12;23.462,94;3,15055E+12;23.665,46;2,95469E+12;22.366,48;2,61582E+11;23.970,75;3,45581E+12;;
04-03-10;23.087,34;3,13326E+12;23.457,31;3,14963E+12;23.640,62;2,952E+12;22.375,16;2,61735E+11;23.946,73;3,4528E+12;;
05-03-10;23.035,62;3,12518E+12;23.402,75;3,13876E+12;23.571,59;2,94181E+12;22.333,63;2,61264E+11;23.885,59;3,44207E+12;;
06-03-10;23.035,62;3,12518E+12;23.402,75;3,13876E+12;23.571,59;2,94181E+12;22.333,63;2,61264E+11;23.885,59;3,44207E+12;;
07-03-10;23.035,62;3,12518E+12;23.402,75;3,13876E+12;23.571,59;2,94181E+12;22.333,63;2,61264E+11;23.885,59;3,44207E+12;;
08-03-10;23.177,12;3,1429E+12;23.554,05;3,15697E+12;23.751,89;2,9628E+12;22.480,67;2,62965E+11;24.049,24;3,4635E+12;;
09-03-10;23.260,96;3,15199E+12;23.666,62;3,17095E+12;23.825,49;2,9715E+12;22.578,56;2,64097E+11;24.150,74;3,47699E+12;;
10-03-10;23.367,69;3,16757E+12;23.724,31;3,17801E+12;23.932,39;2,98549E+12;22.653,15;2,64713E+11;24.238,86;3,4896E+12;;
11-03-10;23.531,10;3,19018E+12;23.889,93;3,20123E+12;24.088,22;3,0053E+12;22.793,49;2,66397E+11;24.405,06;3,51382E+12;;
12-03-10;23.669,90;3,21039E+12;23.996,76;3,21832E+12;24.213,84;3,02488E+12;22.890,58;2,67616E+11;24.528,82;3,53059E+12;;
13-03-10;23.669,90;3,21039E+12;23.996,76;3,21832E+12;24.213,84;3,02488E+12;22.890,58;2,67616E+11;24.528,82;3,53059E+12;;
14-03-10;23.669,90;3,21039E+12;23.996,76;3,21832E+12;24.213,84;3,02488E+12;22.890,58;2,67616E+11;24.528,82;3,53059E+12;;
15-03-10;23.601,84;3,21081E+12;23.961,12;3,22137E+12;24.171,61;3,03137E+12;22.862,73;2,63876E+11;24.483,52;3,53395E+12;;
16-03-10;23.480,86;3,19634E+12;23.825,98;3,20582E+12;24.036,90;3,01731E+12;22.744,90;2,67058E+11;24.350,86;3,5155E+12;;
17-03-10;23.688,18;3,22741E+12;24.027,55;3,23462E+12;24.269,61;3,0498E+12;22.930,34;2,69597E+11;24.573,23;3,54995E+12;;
18-03-10;23.951,49;3,26667E+12;24.302,09;3,27499E+12;24.529,24;3,08571E+12;23.147,78;2,72313E+11;24.842,11;3,59223E+12;;
19-03-10;23.860,02;3,25596E+12;24.214,56;3,26499E+12;24.420,54;3,07565E+12;23.061,65;2,71348E+11;24.748,14;3,58053E+12;;
20-03-10;23.860,02;3,25596E+12;24.214,56;3,26499E+12;24.420,54;3,07565E+12;23.061,65;2,71348E+11;24.748,14;3,58053E+12;;
21-03-10;23.860,02;3,25596E+12;24.214,56;3,26499E+12;24.420,54;3,07565E+12;23.061,65;2,71348E+11;24.748,14;3,58053E+12;;
22-03-10;23.791,13;3,24698E+12;24.141,21;3,25576E+12;24.321,80;3,06264E+12;22.975,10;2,70534E+11;24.667,18;3,56994E+12;;
23-03-10;23.834,81;3,25377E+12;24.136,36;3,256E+12;24.387,70;3,07139E+12;22.996,09;2,70795E+11;24.699,35;3,57482E+12;;
24-03-10;23.942,22;3,26891E+12;24.240,10;3,26981E+12;24.478,93;3,08343E+12;23.078,31;2,7179E+11;24.811,22;3,59098E+12;;
25-03-10;23.872,58;3,25966E+12;24.195,93;3,26427E+12;24.376,68;3,07172E+12;23.005,61;2,71014E+11;24.732,78;3,58037E+12;;
26-03-10;23.828,60;3,25498E+12;24.168,89;3,26134E+12;24.319,44;3,06485E+12;22.966,94;2,70555E+11;24.688,14;3,57461E+12;;
27-03-10;23.828,60;3,25498E+12;24.168,89;3,26134E+12;24.319,44;3,06485E+12;22.966,94;2,70555E+11;24.688,14;3,57461E+12;;
28-03-10;23.828,60;3,25498E+12;24.168,89;3,26134E+12;24.319,44;3,06485E+12;22.966,94;2,70555E+11;24.688,14;3,57461E+12;;
29-03-10;23.841,57;3,25728E+12;24.177,91;3,26321E+12;24.357,38;3,07061E+12;22.991,80;2,70931E+11;24.714,04;3,58056E+12;;
30-03-10;23.995,52;3,2786E+12;24.324,58;3,28289E+12;24.532,22;3,09332E+12;23.139,89;2,72726E+11;24.875,86;3,6039E+12;;
31-03-10;23.978,48;3,27182E+12;24.325,17;3,27998E+12;24.519,62;3,08788E+12;23.145,76;2,72279E+11;24.862,99;3,6032E+12;;
01-04-10;23.949,22;3,26755E+12;24.282,95;3,27416E+12;24.503,07;3,08832E+12;23.130,72;2,67153E+11;24.831,71;3,60169E+12;;
02-04-10;23.949,22;3,26755E+12;24.282,95;3,27416E+12;24.503,07;3,08832E+12;23.130,72;2,67153E+11;24.831,71;3,60169E+12;;
03-04-10;23.949,22;3,26755E+12;24.282,95;3,27416E+12;24.503,07;3,08832E+12;23.130,72;2,67153E+11;24.831,71;3,60169E+12;;
04-04-10;23.949,22;3,26755E+12;24.282,95;3,27416E+12;24.503,07;3,08832E+12;23.130,72;2,67153E+11;24.831,71;3,60169E+12;;
05-04-10;24.122,39;3,29256E+12;24.457,05;3,29852E+12;24.695,69;3,11327E+12;23.306,09;2,73926E+11;25.017,91;3,62362E+12;;
06-04-10;24.187,77;3,30171E+12;24.521,36;3,30799E+12;24.749,17;3,12139E+12;23.377,36;2,74841E+11;25.079,73;3,63349E+12;;
07-04-10;24.336,27;3,32288E+12;24.701,24;3,33297E+12;24.907,84;3,14223E+12;23.519,74;2,76546E+11;25.255,26;3,66005E+12;;
08-04-10;24.283,82;3,31667E+12;24.655,55;3,32826E+12;24.849,74;3,1365E+12;23.463,78;2,75891E+11;25.190,97;3,65204E+12;;
09-04-10;24.197,64;3,30563E+12;24.549,83;3,31541E+12;24.751,56;3,12545E+12;23.382,82;2,75118E+11;25.095,74;3,63833E+12;;
10-04-10;24.197,64;3,30563E+12;24.549,83;3,31541E+12;24.751,56;3,12545E+12;23.382,82;2,75118E+11;25.095,74;3,63833E+12;;
11-04-10;24.197,64;3,30563E+12;24.549,83;3,31541E+12;24.751,56;3,12545E+12;23.382,82;2,75118E+11;25.095,74;3,63833E+12;;
12-04-10;24.291,97;3,32016E+12;24.651,78;3,32968E+12;24.864,01;3,14117E+12;23.487,77;2,76579E+11;25.201,81;3,65509E+12;;
13-04-10;24.268,86;3,31893E+12;24.640,45;3,32978E+12;24.842,10;3,14017E+12;23.480,06;2,76572E+11;25.192,49;3,6557E+12;;
14-04-10;24.224,18;3,31572E+12;24.583,57;3,32583E+12;24.784,37;3,1357E+12;23.426,87;2,76073E+11;25.135,11;3,64898E+12;;
15-04-10;24.428,52;3,34826E+12;24.776,78;3,3622E+12;24.997,52;3,1734E+12;23.618,52;2,72539E+11;25.343,88;3,6806E+12;;
16-04-10;24.548,88;3,3677E+12;24.884,54;3,38205E+12;25.101,57;3,191E+12;23.689,20;2,79783E+11;25.460,31;3,69814E+12;;
17-04-10;24.548,88;3,3677E+12;24.884,54;3,38205E+12;25.101,57;3,191E+12;23.689,20;2,79783E+11;25.460,31;3,69814E+12;;
18-04-10;24.548,88;3,3677E+12;24.884,54;3,38205E+12;25.101,57;3,191E+12;23.689,20;2,79783E+11;25.460,31;3,69814E+12;;
19-04-10;24.337,81;3,34766E+12;24.677,45;3,35733E+12;24.846,56;3,16936E+12;23.459,67;2,77365E+11;25.226,86;3,67789E+12;;
20-04-10;24.157,09;3,3242E+12;24.480,44;3,33476E+12;24.682,23;3,15173E+12;23.292,35;2,75723E+11;25.036,99;3,65301E+12;;
21-04-10;24.363,18;3,35464E+12;24.701,72;3,36581E+12;24.911,14;3,18284E+12;23.495,44;2,78249E+11;25.273,31;3,68828E+12;;
22-04-10;24.328,72;3,35005E+12;24.667,62;3,36282E+12;24.860,39;3,1775E+12;23.461,32;2,77918E+11;25.227,82;3,68265E+12;;
23-04-10;24.200,10;3,33285E+12;24.533,73;3,34535E+12;24.726,88;3,1618E+12;23.343,20;2,76626E+11;25.092,67;3,66414E+12;;
24-04-10;24.200,10;3,33285E+12;24.533,73;3,34535E+12;24.726,88;3,1618E+12;23.343,20;2,76626E+11;25.092,67;3,66414E+12;;
25-04-10;24.200,10;3,33285E+12;24.533,73;3,34535E+12;24.726,88;3,1618E+12;23.343,20;2,76626E+11;25.092,67;3,66414E+12;;
26-04-10;24.303,30;3,34873E+12;24.642,75;3,36117E+12;24.837,08;3,17708E+12;23.447,75;2,77934E+11;25.203,73;3,68131E+12;;
27-04-10;24.369,68;3,35673E+12;24.702,74;3,37047E+12;24.901,74;3,18701E+12;23.507,54;2,78675E+11;25.260,32;3,69012E+12;;
28-04-10;24.065,13;3,31533E+12;24.437,27;3,33416E+12;24.553,07;3,14339E+12;23.207,42;2,75285E+11;24.951,01;3,64763E+12;;
29-04-10;24.035,34;3,312E+12;24.375,15;3,32671E+12;24.532,31;3,14236E+12;23.164,23;2,7493E+11;24.906,56;3,6404E+12;;
30-04-10;24.168,96;3,32636E+12;24.498,45;3,3409E+12;24.689,76;3,15777E+12;23.300,99;2,75998E+11;25.053,70;3,66338E+12;;
01-05-10;24.168,96;3,32636E+12;24.498,45;3,3409E+12;24.689,76;3,15777E+12;23.300,99;2,75998E+11;25.053,70;3,66338E+12;;
02-05-10;24.168,96;3,32636E+12;24.498,45;3,3409E+12;24.689,76;3,15777E+12;23.300,99;2,75998E+11;25.053,70;3,66338E+12;;
03-05-10;24.091,29;3,30755E+12;24.445,69;3,33377E+12;24.592,35;3,15198E+12;23.248,46;2,70505E+11;24.970,59;3,66089E+12;;
04-05-10;24.110,05;3,31414E+12;24.454,13;3,33149E+12;24.633,95;3,15586E+12;23.267,62;2,70772E+11;25.004,32;3,65968E+12;;
05-05-10;23.795,61;3,27145E+12;24.204,41;3,29676E+12;24.288,31;3,1121E+12;22.954,01;2,73359E+11;24.679,61;3,61372E+12;;
06-05-10;23.520,05;3,23304E+12;23.946,20;3,26125E+12;24.050,41;3,08188E+12;22.702,19;2,70359E+11;24.407,94;3,57442E+12;;
07-05-10;23.038,48;3,16727E+12;23.517,79;3,20349E+12;23.556,02;3,01955E+12;22.257,39;2,65194E+11;23.915,30;3,50279E+12;;
08-05-10;23.038,48;3,16727E+12;23.517,79;3,20349E+12;23.556,02;3,01955E+12;22.257,39;2,65194E+11;23.915,30;3,50279E+12;;
09-05-10;23.038,48;3,16727E+12;23.517,79;3,20349E+12;23.556,02;3,01955E+12;22.257,39;2,65194E+11;23.915,30;3,50279E+12;;
10-05-10;22.794,83;3,13364E+12;23.277,86;3,169E+12;23.330,41;2,98653E+12;22.029,04;2,62557E+11;23.673,50;3,46812E+12;;
11-05-10;23.393,08;3,21278E+12;23.856,14;3,24225E+12;23.952,55;3,05999E+12;22.651,77;2,70056E+11;24.330,95;3,56068E+12;;
12-05-10;23.446,93;3,21416E+12;23.902,52;3,23939E+12;23.978,21;3,05477E+12;22.624,78;2,69551E+11;24.344,40;3,5575E+12;;
13-05-10;23.584,25;3,22197E+12;24.025,04;3,24275E+12;24.121,48;3,05661E+12;22.749,29;2,71129E+11;24.483,64;3,57111E+12;;
14-05-10;23.662,55;3,23316E+12;24.095,25;3,24664E+12;24.155,91;3,06252E+12;22.785,22;2,71679E+11;24.531,85;3,57657E+12;;
15-05-10;23.662,55;3,23316E+12;24.095,25;3,24664E+12;24.155,91;3,06252E+12;22.785,22;2,71679E+11;24.531,85;3,57657E+12;;
16-05-10;23.662,55;3,23316E+12;24.095,25;3,24664E+12;24.155,91;3,06252E+12;22.785,22;2,71679E+11;24.531,85;3,57657E+12;;
17-05-10;23.449,07;3,20737E+12;23.903,23;3,23268E+12;23.957,49;3,05664E+12;22.552,77;2,64739E+11;24.304,47;3,55193E+12;;
18-05-10;23.290,37;3,18584E+12;23.723,41;3,20898E+12;23.860,29;3,04616E+12;22.399,43;2,62939E+11;24.143,12;3,52905E+12;;
19-05-10;23.275,68;3,1843E+12;23.758,04;3,21502E+12;23.871,14;3,04892E+12;22.404,86;2,69219E+11;24.148,95;3,53068E+12;;
20-05-10;23.037,49;3,15057E+12;23.488,17;3,17413E+12;23.672,73;3,0205E+12;22.162,60;2,66308E+11;23.876,83;3,4896E+12;;
21-05-10;23.037,49;3,15057E+12;23.488,17;3,17413E+12;23.672,73;3,0205E+12;22.162,60;2,66308E+11;23.876,83;3,4896E+12;;
22-05-10;23.037,49;3,15057E+12;23.488,17;3,17413E+12;23.672,73;3,0205E+12;22.162,60;2,66308E+11;23.876,83;3,4896E+12;;
23-05-10;23.037,49;3,15057E+12;23.488,17;3,17413E+12;23.672,73;3,0205E+12;22.162,60;2,66308E+11;23.876,83;3,4896E+12;;
24-05-10;22.421,20;3,06613E+12;22.890,27;3,09056E+12;23.134,35;2,94887E+12;21.665,34;2,6034E+11;23.300,86;3,40324E+12;;
25-05-10;22.281,21;3,04665E+12;22.751,80;3,06978E+12;22.947,83;2,92439E+12;21.553,94;2,58986E+11;23.141,37;3,37932E+12;;
26-05-10;22.014,65;3,00837E+12;22.466,11;3,02681E+12;22.696,62;2,88829E+12;21.266,61;2,55437E+11;22.831,58;3,33206E+12;;
27-05-10;22.185,22;3,02753E+12;22.709,53;3,05013E+12;22.876,82;2,90475E+12;21.473,79;2,579E+11;23.053,76;3,36139E+12;;
28-05-10;22.555,53;3,07597E+12;23.014,78;3,08692E+12;23.261,41;2,9506E+12;21.841,12;2,62298E+11;23.434,11;3,41372E+12;;
29-05-10;22.555,53;3,07597E+12;23.014,78;3,08692E+12;23.261,41;2,9506E+12;21.841,12;2,62298E+11;23.434,11;3,41372E+12;;
30-05-10;22.555,53;3,07597E+12;23.014,78;3,08692E+12;23.261,41;2,9506E+12;21.841,12;2,62298E+11;23.434,11;3,41372E+12;;
31-05-10;22.639,31;3,06852E+12;23.128,33;3,08222E+12;23.289,54;2,9346E+12;21.896,06;2,62441E+11;23.507,00;3,41562E+12;;
01-06-10;22.758,62;3,07662E+12;23.260,12;3,08666E+12;23.423,03;2,94456E+12;22.017,08;2,58995E+11;23.635,21;3,43217E+12;;
02-06-10;22.589,69;3,04088E+12;23.090,98;3,05537E+12;23.283,60;2,91948E+12;21.848,27;2,5661E+11;23.452,12;3,39501E+12;;
03-06-10;22.782,84;3,06314E+12;23.229,99;3,06685E+12;23.475,08;2,93735E+12;22.007,98;2,62715E+11;23.655,22;3,42089E+12;;
04-06-10;22.962,74;3,08535E+12;23.459,24;3,09373E+12;23.645,12;2,95521E+12;22.185,35;2,64639E+11;23.852,21;3,44567E+12;;
05-06-10;22.962,74;3,08535E+12;23.459,24;3,09373E+12;23.645,12;2,95521E+12;22.185,35;2,64639E+11;23.852,21;3,44567E+12;;
06-06-10;22.962,74;3,08535E+12;23.459,24;3,09373E+12;23.645,12;2,95521E+12;22.185,35;2,64639E+11;23.852,21;3,44567E+12;;
07-06-10;22.712,00;3,0487E+12;23.281,46;3,06727E+12;23.397,69;2,91978E+12;21.964,43;2,6188E+11;23.622,49;3,41044E+12;;
08-06-10;22.537,63;3,02454E+12;23.116,12;3,04378E+12;23.233,35;2,89786E+12;21.791,72;2,59674E+11;23.446,45;3,38524E+12;;
09-06-10;22.617,01;3,03646E+12;23.138,20;3,04687E+12;23.343,82;2,91275E+12;21.864,49;2,60391E+11;23.529,22;3,39771E+12;;
10-06-10;22.622,43;3,03617E+12;23.175,43;3,0478E+12;23.350,41;2,90967E+12;21.896,13;2,60706E+11;23.530,62;3,3972E+12;;
11-06-10;22.832,65;3,06274E+12;23.375,22;3,07265E+12;23.587,56;2,93841E+12;22.112,35;2,63244E+11;23.767,10;3,4306E+12;;
12-06-10;22.832,65;3,06274E+12;23.375,22;3,07265E+12;23.587,56;2,93841E+12;22.112,35;2,63244E+11;23.767,10;3,4306E+12;;
13-06-10;22.832,65;3,06274E+12;23.375,22;3,07265E+12;23.587,56;2,93841E+12;22.112,35;2,63244E+11;23.767,10;3,4306E+12;;
14-06-10;22.971,20;3,08396E+12;23.523,37;3,09432E+12;23.707,70;2,95284E+12;22.237,60;2,64281E+11;23.901,60;3,45558E+12;;
15-06-10;23.104,15;3,10368E+12;23.681,80;3,11843E+12;23.853,06;2,97338E+12;22.384,28;2,61737E+11;24.028,80;3,46979E+12;;
16-06-10;23.326,12;3,13687E+12;23.869,72;3,14617E+12;24.107,49;3,00711E+12;22.599,55;2,64438E+11;24.268,34;3,50449E+12;;
17-06-10;23.344,88;3,14213E+12;23.887,54;3,15285E+12;24.081,62;3,00534E+12;22.601,83;2,69091E+11;24.254,64;3,50533E+12;;
18-06-10;23.405,88;3,15188E+12;23.967,08;3,16451E+12;24.136,88;3,01523E+12;22.665,84;2,69693E+11;24.330,09;3,51631E+12;;
19-06-10;23.405,88;3,15188E+12;23.967,08;3,16451E+12;24.136,88;3,01523E+12;22.665,84;2,69693E+11;24.330,09;3,51631E+12;;
20-06-10;23.405,88;3,15188E+12;23.967,08;3,16451E+12;24.136,88;3,01523E+12;22.665,84;2,69693E+11;24.330,09;3,51631E+12;;
21-06-10;23.587,32;3,178E+12;24.141,56;3,18954E+12;24.296,42;3,03833E+12;22.803,15;2,70693E+11;24.509,74;3,54356E+12;;
22-06-10;23.796,37;3,20665E+12;24.376,01;3,22241E+12;24.500,04;3,06588E+12;23.025,46;2,73232E+11;24.726,42;3,57645E+12;;
23-06-10;23.686,40;3,19352E+12;24.282,13;3,21103E+12;24.373,38;3,05257E+12;22.917,57;2,7181E+11;24.603,61;3,56004E+12;;
24-06-10;23.650,25;3,19013E+12;24.229,78;3,2067E+12;24.364,15;3,05553E+12;22.864,77;2,71058E+11;24.566,24;3,55563E+12;;
25-06-10;23.591,99;3,1844E+12;24.138,15;3,19574E+12;24.267,21;3,04545E+12;22.757,49;2,69789E+11;24.466,64;3,54275E+12;;
26-06-10;23.591,99;3,1844E+12;24.138,15;3,19574E+12;24.267,21;3,04545E+12;22.757,49;2,69789E+11;24.466,64;3,54275E+12;;
