
Valores Confirmados

Fecha;CAPITAL;;CUPRUM;;HABITAT;;MODELO;;PLANVITAL;;PROVIDA;;UNO
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio
2025-01-15;70.767,73;6000318351465;74.048,31;6977626781106;75.759,92;8867275113415;72.425,24;2257669054300;68.874,18;1419758170592;73.672,60;4837600795221;74.599,04;440336573894
2025-01-16;71.557,80;6082320507298;74.886,36;7068753378954;76.616,82;8983088876318;73.231,36;2289840210123;69.645,57;1439892799387;74.538,17;4904472580023;75.484,58;447717693660
2025-01-17;72.313,18;6157188735829;75.687,28;7151875302644;77.440,90;9092426823596;74.021,81;2318713768412;70.420,78;1458661440276;75.306,52;4961961181655;76.277,17;453663624954
2025-01-18;72.313,18;6157188735829;75.687,28;7151875302644;77.440,90;9092426823596;74.021,81;2318713768412;70.420,78;1458661440276;75.306,52;4961961181655;76.277,17;453663624954
2025-01-19;72.313,18;6157188735829;75.687,28;7151875302644;77.440,90;9092426823596;74.021,81;2318713768412;70.420,78;1458661440276;75.306,52;4961961181655;76.277,17;453663624954
2025-01-20;72.681,12;6189301999579;76.081,54;7191758763708;77.835,97;9140075232149;74.411,16;2331956260444;70.769,59;1466183135745;75.678,65;4986992090984;76.735,98;456649106358
2025-01-21;72.332,81;6162606542039;75.718,20;7159699413164;77.471,33;9099184089449;74.065,37;2321647562646;70.431,63;1459290714731;75.310,09;4962628416950;76.360,25;454615339558
2025-01-22;72.755,84;6200836698531;76.164,59;7209543917494;77.913,60;9154508480339;74.508,84;2336537756125;70.881,12;1470348008961;75.775,77;4994340234197;76.873,04;457990682996
2025-01-23;72.525,25;6184817757516;75.922,09;7188390556833;77.668,49;9127225263909;74.272,43;2329735178640;70.635,26;1465615568974;75.501,54;4976045564026;76.590,39;456600757288
2025-01-24;72.335,18;6172552244660;75.707,28;7170927797358;77.460,24;9106771147147;74.070,20;2324961594546;70.438,53;1461952479826;75.325,12;4965805631854;76.394,95;456282219675
2025-01-25;72.335,18;6172552244660;75.707,28;7170927797358;77.460,24;9106771147147;74.070,20;2324961594546;70.438,53;1461952479826;75.325,12;4965805631854;76.394,95;456282219675
2025-01-26;72.335,18;6172552244660;75.707,28;7170927797358;77.460,24;9106771147147;74.070,20;2324961594546;70.438,53;1461952479826;75.325,12;4965805631854;76.394,95;456282219675
2025-01-27;72.185,56;6154193229157;75.551,06;7155293662732;77.303,28;9088436565402;73.919,38;2320605478457;70.288,71;1457516631028;75.162,51;4954823363643;76.236,86;455589180690
2025-01-28;71.954,71;6116303116491;75.286,44;7128786893804;77.013,84;9052305257733;73.654,91;2312622028823;70.064,97;1451621422010;74.916,62;4937491618130;76.034,49;454203625467
2025-01-29;72.410,68;6150311897555;75.769,15;7174374970969;77.495,25;9109373940406;74.128,19;2327795153273;70.505,40;1460738892432;75.377,74;4967660206925;76.505,81;457174555798
2025-01-30;72.448,26;6151948846329;75.799,12;7176191849125;77.543,46;9112826546465;74.178,21;2329635594958;70.547,80;1460889561065;75.418,62;4969563397421;76.502,22;457297761520
2025-01-31;72.726,88;6154328659345;76.104,86;7180847698767;77.827,96;9117351303854;74.467,82;2336043216202;70.817,88;1463996110399;75.725,60;4972044683588;76.869,83;459634948457
2025-02-01;72.726,88;6154328659345;76.104,86;7180847698767;77.827,96;9117351303854;74.467,82;2336043216202;70.817,88;1463996110399;75.725,60;4972044683588;76.869,83;459634948457
2025-02-02;72.726,88;6154328659345;76.104,86;7180847698767;77.827,96;9117351303854;74.467,82;2336043216202;70.817,88;1463996110399;75.725,60;4972044683588;76.869,83;459634948457
2025-02-03;72.516,30;6137085873492;75.890,48;7159242221560;77.618,73;9095791444493;74.237,39;2332439195265;70.630,80;1467756378594;75.470,45;4954293815951;76.574,09;460260354599
2025-02-04;72.156,43;6105275201203;75.538,77;7123111507873;77.224,88;9049354284509;73.853,15;2320920967171;70.280,60;1460995611308;75.119,98;4931109472766;76.200,88;457865914449
2025-02-05;72.178,89;6107349770438;75.547,63;7122782693694;77.243,32;9051651841727;73.878,50;2322709655498;70.268,76;1460771268939;75.123,14;4932024774791;76.224,14;458260249125
2025-02-06;72.089,29;6100856676808;75.415,51;7110391606942;77.123,51;9035984121396;73.758,33;2319852718126;70.173,40;1458562826698;75.004,82;4923697309917;76.105,56;457960965084
2025-02-07;72.147,71;6073311460921;75.468,32;7113218257563;77.169,14;9038707412809;73.827,06;2322893182122;70.227,08;1458327049811;75.070,20;4928434568106;76.138,06;458384355500
2025-02-08;72.147,71;6073311460921;75.468,32;7113218257563;77.169,14;9038707412809;73.827,06;2322893182122;70.227,08;1458327049811;75.070,20;4928434568106;76.138,06;458384355500
2025-02-09;72.147,71;6073311460921;75.468,32;7113218257563;77.169,14;9038707412809;73.827,06;2322893182122;70.227,08;1458327049811;75.070,20;4928434568106;76.138,06;458384355500
2025-02-10;71.438,06;6009293846444;74.724,99;7043569411819;76.395,89;8950012883762;73.115,15;2301372602284;69.527,11;1443764869012;74.343,54;4881927315575;75.379,86;453977943735
2025-02-11;71.598,90;6017060657501;74.902,49;7046641595470;76.588,05;8962940422526;73.273,89;2306566587414;69.683,00;1446772865418;74.525,10;4893031093636;75.577,65;454894838525
2025-02-12;71.529,51;6008067233902;74.834,33;7036062125024;76.519,89;8951657696122;73.205,06;2305048687862;69.615,35;1445096154057;74.443,79;4888481041541;75.531,67;454925211227
